Ntop_0_0 TotalCurrent(tran_50_0_0_-17_1.924e-5) X,Ntop_0_0 TotalCurrent(tran_50_0_0_-17_1.924e-5) Y,Ntop_0_1 TotalCurrent(tran_50_0_0_-17_1.924e-5) X,Ntop_0_1 TotalCurrent(tran_50_0_0_-17_1.924e-5) Y,Ntop_1_0 TotalCurrent(tran_50_0_0_-17_1.924e-5) X,Ntop_1_0 TotalCurrent(tran_50_0_0_-17_1.924e-5) Y,Ntop_1_1 TotalCurrent(tran_50_0_0_-17_1.924e-5) X,Ntop_1_1 TotalCurrent(tran_50_0_0_-17_1.924e-5) Y
5.1880894e-10,-2.9639332e-9,5.1880894e-10,-1.5240935e-10,5.1880894e-10,-1.5225429e-10,5.1880894e-10,-2.340447e-11
5.8808512e-10,-3.2628644e-9,5.8808512e-10,-1.517842e-10,5.8808512e-10,-1.5166766e-10,5.8808512e-10,-2.3183334e-11
6.9199939e-10,-3.3422376e-9,6.9199939e-10,-1.3757299e-10,6.9199939e-10,-1.375409e-10,6.9199939e-10,-2.0848535e-11
7.699351e-10,-3.1316869e-9,7.699351e-10,-1.1871303e-10,7.699351e-10,-1.1875083e-10,7.699351e-10,-1.7871521e-11
8.8683865e-10,-2.4825369e-9,8.8683865e-10,-8.2699271e-11,8.8683865e-10,-8.2820747e-11,8.8683865e-10,-1.2273208e-11
9.7451632e-10,-1.8281521e-9,9.7451632e-10,-5.3274186e-11,9.7451632e-10,-5.3429446e-11,9.7451632e-10,-7.7385982e-12
1.1060328e-9,-7.9317419e-10,1.1060328e-9,-1.2028951e-11,1.1060328e-9,-1.2188153e-11,1.1060328e-9,-1.4161709e-12
1.2046702e-9,-9.4271368e-11,1.2046702e-9,1.3505027e-11,1.2046702e-9,1.3368036e-11,1.2046702e-9,2.4824056e-12
1.3526263e-9,6.822878e-10,1.3526263e-9,4.0152965e-11,1.3526263e-9,4.0062075e-11,1.3526263e-9,6.539869e-12
1.4635933e-9,1.0298934e-9,1.4635933e-9,5.1230513e-11,1.4635933e-9,5.1171882e-11,1.4635933e-9,8.221141e-12
1.6300439e-9,1.2409799e-9,1.6300439e-9,5.684407e-11,1.6300439e-9,5.6820584e-11,1.6300439e-9,9.0646882e-12
1.7548818e-9,1.2312339e-9,1.7548818e-9,5.5160888e-11,1.7548818e-9,5.5154237e-11,1.7548818e-9,8.7968043e-12
1.9421387e-9,1.0900768e-9,1.9421387e-9,4.8032629e-11,1.9421387e-9,4.8041815e-11,1.9421387e-9,7.6845984e-12
2.0825814e-9,9.4783375e-10,2.0825814e-9,4.1194806e-11,2.0825814e-9,4.1211192e-11,2.0825814e-9,6.6141322e-12
2.2932454e-9,7.4682508e-10,2.2932454e-9,3.1095222e-11,2.2932454e-9,3.1117729e-11,2.2932454e-9,5.0183786e-12
2.4512434e-9,6.2487175e-10,2.4512434e-9,2.4457379e-11,2.4512434e-9,2.4481615e-11,2.4512434e-9,3.9562294e-12
2.6882404e-9,5.0121237e-10,2.6882404e-9,1.6721668e-11,2.6882404e-9,1.6745191e-11,2.6882404e-9,2.6970736e-12
2.8659881e-9,4.5543553e-10,2.8659881e-9,1.272261e-11,2.8659881e-9,1.2744099e-11,2.8659881e-9,2.0297092e-12
3.1326098e-9,4.5630151e-10,3.1326098e-9,9.1849655e-12,3.1326098e-9,9.2027775e-12,3.1326098e-9,1.416797e-12
3.5325422e-9,5.959016e-10,3.5325422e-9,7.4142142e-12,3.5325422e-9,7.4276482e-12,3.5325422e-9,1.077516e-12
4.1324409e-9,1.0849184e-9,4.1324409e-9,7.1697159e-12,4.1324409e-9,7.1803015e-12,4.1324409e-9,1.0212467e-12
5.0322889e-9,2.3877665e-9,5.0322889e-9,5.6650737e-12,5.0322889e-9,5.6746376e-12,5.0322889e-9,8.4380452e-13
6.3820609e-9,5.0168336e-9,6.3820609e-9,2.8624073e-12,6.3820609e-9,2.8691884e-12,6.3820609e-9,4.6738099e-13
8.4067189e-9,8.2801649e-9,8.4067189e-9,1.4523241e-12,8.4067189e-9,1.4538165e-12,8.4067189e-9,2.7162048e-13
1.1443706e-8,1.0123801e-8,1.1443706e-8,6.8814245e-13,1.1443706e-8,6.8619728e-13,1.1443706e-8,1.6974819e-13
1.5999187e-8,9.4803767e-9,1.5999187e-8,1.988136e-13,1.5999187e-8,1.9613476e-13,1.5999187e-8,1.0007556e-13
2.0999187e-8,7.6400182e-9,2.0999187e-8,8.242212e-14,2.0999187e-8,8.0290328e-14,2.0999187e-8,7.6140981e-14
2.5999187e-8,5.8831322e-9,2.5999187e-8,2.9230358e-13,2.5999187e-8,2.9216781e-13,2.5999187e-8,6.9111087e-14
3.0999187e-8,4.4533681e-9,3.0999187e-8,9.2259734e-13,3.0999187e-8,9.2702079e-13,3.0999187e-8,6.9015251e-14
3.5999187e-8,3.3493137e-9,3.5999187e-8,1.9468752e-12,3.5999187e-8,1.958741e-12,3.5999187e-8,7.1105076e-14
4.0999187e-8,2.5139867e-9,4.0999187e-8,3.1437113e-12,4.0999187e-8,3.1649463e-12,4.0999187e-8,7.3741186e-14
4.5999187e-8,1.8869595e-9,4.5999187e-8,4.2305775e-12,4.5999187e-8,4.2614341e-12,4.5999187e-8,7.6373473e-14
5.0999187e-8,1.4174475e-9,5.0999187e-8,5.0124572e-12,5.0999187e-8,5.0516012e-12,5.0999187e-8,7.8974926e-14
5.5999187e-8,1.0658897e-9,5.5999187e-8,5.4227505e-12,5.5999187e-8,5.4678255e-12,5.5999187e-8,8.1648384e-14
6.0999187e-8,8.0238808e-10,6.0999187e-8,5.4900658e-12,6.0999187e-8,5.5383586e-12,6.0999187e-8,8.4465283e-14
6.5999187e-8,6.0461856e-10,6.5999187e-8,5.2900752e-12,6.5999187e-8,5.3390278e-12,6.5999187e-8,8.7369333e-14
7.0999187e-8,4.5597821e-10,7.0999187e-8,4.9094694e-12,7.0999187e-8,4.9569845e-12,7.0999187e-8,9.021421e-14
7.5999187e-8,3.4412119e-10,7.5999187e-8,4.4260459e-12,7.5999187e-8,4.4705978e-12,7.5999187e-8,9.2807408e-14
8.0999187e-8,2.5985311e-10,8.0999187e-8,3.9007731e-12,8.0999187e-8,3.9413955e-12,8.0999187e-8,9.4979134e-14
8.5999187e-8,1.9631174e-10,8.5999187e-8,3.3768505e-12,8.5999187e-8,3.4130532e-12,8.5999187e-8,9.6615748e-14
9.0999187e-8,1.4836387e-10,9.0999187e-8,2.8820556e-12,9.0999187e-8,2.9137158e-12,9.0999187e-8,9.7674382e-14
9.5999187e-8,1.1216154e-10,9.5999187e-8,2.4321693e-12,9.5999187e-8,2.4594242e-12,9.5999187e-8,9.8174256e-14
1e-7,8.97086e-11,1e-7,2.1095477e-12,1e-7,2.1334891e-12,1e-7,9.8213104e-14

