Ntop_0_0 TotalCurrent(tran_50_0_0_-7_1.28e-5) X,Ntop_0_0 TotalCurrent(tran_50_0_0_-7_1.28e-5) Y,Ntop_0_1 TotalCurrent(tran_50_0_0_-7_1.28e-5) X,Ntop_0_1 TotalCurrent(tran_50_0_0_-7_1.28e-5) Y,Ntop_1_0 TotalCurrent(tran_50_0_0_-7_1.28e-5) X,Ntop_1_0 TotalCurrent(tran_50_0_0_-7_1.28e-5) Y,Ntop_1_1 TotalCurrent(tran_50_0_0_-7_1.28e-5) X,Ntop_1_1 TotalCurrent(tran_50_0_0_-7_1.28e-5) Y
1.2855838e-8,5.6470033e-9,1.2855838e-8,-3.7181159e-12,1.2855838e-8,-3.7181094e-12,1.2855838e-8,-4.4668011e-13
1.3550165e-8,5.5441163e-9,1.3550165e-8,-3.7519017e-12,1.3550165e-8,-3.7517739e-12,1.3550165e-8,-4.5036892e-13
1.4591656e-8,5.3312388e-9,1.4591656e-8,-3.7251277e-12,1.4591656e-8,-3.7249766e-12,1.4591656e-8,-4.4451719e-13
1.6153892e-8,4.9349574e-9,1.6153892e-8,-3.5692897e-12,1.6153892e-8,-3.5692958e-12,1.6153892e-8,-4.1894368e-13
1.8497246e-8,4.2804709e-9,1.8497246e-8,-3.1998333e-12,1.8497246e-8,-3.2002759e-12,1.8497246e-8,-3.6162205e-13
2.2012278e-8,3.3455628e-9,2.2012278e-8,-2.5545684e-12,2.2012278e-8,-2.5557673e-12,2.2012278e-8,-2.6563556e-13
2.7012278e-8,2.28014e-9,2.7012278e-8,-1.6826653e-12,2.7012278e-8,-1.6846367e-12,2.7012278e-8,-1.4558441e-13
3.2012278e-8,1.5302674e-9,3.2012278e-8,-9.4428445e-13,3.2012278e-8,-9.4625941e-13,3.2012278e-8,-5.6640222e-14
3.7012278e-8,1.0228017e-9,3.7012278e-8,-3.5648861e-13,3.7012278e-8,-3.5762098e-13,3.7012278e-8,5.0082129e-15
4.2012278e-8,6.8354226e-10,4.2012278e-8,6.9211921e-14,4.2012278e-8,6.9399708e-14,4.2012278e-8,4.6767608e-14
4.7012278e-8,4.5734688e-10,4.7012278e-8,3.3656407e-13,4.7012278e-8,3.3804575e-13,4.7012278e-8,7.4879813e-14
5.2012278e-8,3.0643097e-10,5.2012278e-8,4.7212251e-13,5.2012278e-8,4.7453777e-13,5.2012278e-8,9.3817729e-14
5.7012278e-8,2.0557324e-10,5.7012278e-8,5.1407076e-13,5.7012278e-8,5.169627e-13,5.7012278e-8,1.0661184e-13
6.2012278e-8,1.3805436e-10,6.2012278e-8,4.9896668e-13,6.2012278e-8,5.0193902e-13,6.2012278e-8,1.1527868e-13
6.7012278e-8,9.2789104e-11,6.7012278e-8,4.549498e-13,6.7012278e-8,4.5772889e-13,6.7012278e-8,1.2115796e-13
7.2012278e-8,6.240941e-11,7.2012278e-8,4.0066312e-13,7.2012278e-8,4.0309745e-13,7.2012278e-8,1.2514551e-13
7.7012278e-8,4.2003844e-11,7.7012278e-8,3.4693459e-13,7.7012278e-8,3.4896711e-13,7.7012278e-8,1.2784533e-13
8.2012278e-8,2.8290138e-11,8.2012278e-8,2.99132e-13,8.2012278e-8,3.0076769e-13,8.2012278e-8,1.2966804e-13
8.7012278e-8,1.9070315e-11,8.7012278e-8,2.5922877e-13,8.7012278e-8,2.60507e-13,8.7012278e-8,1.3089425e-13
9.2012278e-8,1.2870297e-11,9.2012278e-8,2.2730687e-13,9.2012278e-8,2.2828151e-13,9.2012278e-8,1.3171593e-13
9.7012278e-8,8.7003827e-12,9.7012278e-8,2.0253332e-13,9.7012278e-8,2.032595e-13,9.7012278e-8,1.3226433e-13
1e-7,6.8996977e-12,1e-7,1.9067954e-13,1e-7,1.9128429e-13,1e-7,1.3249901e-13

