Ntop_0_0 TotalCurrent(tran_50_0_0_-7_1.28e-5) X,Ntop_0_0 TotalCurrent(tran_50_0_0_-7_1.28e-5) Y,Ntop_0_1 TotalCurrent(tran_50_0_0_-7_1.28e-5) X,Ntop_0_1 TotalCurrent(tran_50_0_0_-7_1.28e-5) Y,Ntop_1_0 TotalCurrent(tran_50_0_0_-7_1.28e-5) X,Ntop_1_0 TotalCurrent(tran_50_0_0_-7_1.28e-5) Y,Ntop_1_1 TotalCurrent(tran_50_0_0_-7_1.28e-5) X,Ntop_1_1 TotalCurrent(tran_50_0_0_-7_1.28e-5) Y
1e-9,1.3489125e-9,1e-9,2.4469857e-11,1e-9,2.4588856e-11,1e-9,3.6438382e-12
1.375e-9,8.2449262e-10,1.375e-9,-2.5914372e-12,1.375e-9,-2.455342e-12,1.375e-9,-5.7250963e-13
1.4453125e-9,6.1462436e-10,1.4453125e-9,-9.9743538e-12,1.4453125e-9,-9.8423062e-12,1.4453125e-9,-1.6880395e-12
1.4980469e-9,4.6572812e-10,1.4980469e-9,-1.4864398e-11,1.4980469e-9,-1.4736134e-11,1.4980469e-9,-2.4199432e-12
1.5771484e-9,2.6280778e-10,1.5771484e-9,-2.1005149e-11,1.5771484e-9,-2.0883926e-11,1.5771484e-9,-3.3288088e-12
1.6364746e-9,1.2889046e-10,1.6364746e-9,-2.4647526e-11,1.6364746e-9,-2.4532772e-11,1.6364746e-9,-3.860463e-12
1.7254639e-9,-4.0498741e-11,1.7254639e-9,-2.8601825e-11,1.7254639e-9,-2.8499193e-11,1.7254639e-9,-4.4255329e-12
1.7922058e-9,-1.4241531e-10,1.7922058e-9,-3.0440627e-11,1.7922058e-9,-3.0349065e-11,1.7922058e-9,-4.6771767e-12
1.8923187e-9,-2.5560062e-10,1.8923187e-9,-3.156118e-11,1.8923187e-9,-3.1489456e-11,1.8923187e-9,-4.8067556e-12
2.0424881e-9,-3.413859e-10,2.0424881e-9,-3.010015e-11,2.0424881e-9,-3.0063986e-11,2.0424881e-9,-4.5301043e-12
2.1551151e-9,-3.4590899e-10,2.1551151e-9,-2.7005998e-11,2.1551151e-9,-2.699876e-11,2.1551151e-9,-4.0261883e-12
2.3240557e-9,-2.7399965e-10,2.3240557e-9,-2.0160353e-11,2.3240557e-9,-2.0194783e-11,2.3240557e-9,-2.9487978e-12
2.5774665e-9,-4.3675493e-11,2.5774665e-9,-7.3543681e-12,2.5774665e-9,-7.4332816e-12,2.5774665e-9,-9.752493e-13
2.7675246e-9,1.7959674e-10,2.7675246e-9,2.5557726e-12,2.7675246e-9,2.4636109e-12,2.7675246e-9,5.338252e-13
2.9100682e-9,3.5162206e-10,2.9100682e-9,9.4162115e-12,2.9100682e-9,9.3250951e-12,2.9100682e-9,1.5721117e-12
3.1238836e-9,5.8963722e-10,3.1238836e-9,1.8101119e-11,3.1238836e-9,1.8023294e-11,3.1238836e-9,2.8798989e-12
3.2842451e-9,7.4121931e-10,3.2842451e-9,2.3138047e-11,3.2842451e-9,2.3074743e-11,3.2842451e-9,3.6345487e-12
3.5247874e-9,9.1654625e-10,3.5247874e-9,2.8295388e-11,3.5247874e-9,2.8253439e-11,3.5247874e-9,4.4032165e-12
3.7051941e-9,1.0097794e-9,3.7051941e-9,3.0467859e-11,3.7051941e-9,3.0438783e-11,3.7051941e-9,4.7243768e-12
3.9758042e-9,1.1050177e-9,3.9758042e-9,3.1619191e-11,3.9758042e-9,3.1602907e-11,3.9758042e-9,4.8906114e-12
4.1787618e-9,1.1556504e-9,4.1787618e-9,3.1253073e-11,4.1787618e-9,3.1242125e-11,4.1787618e-9,4.8318614e-12
4.4831981e-9,1.2266193e-9,4.4831981e-9,2.9489461e-11,4.4831981e-9,2.9482325e-11,4.4831981e-9,4.5630831e-12
4.7115254e-9,1.2906262e-9,4.7115254e-9,2.7571693e-11,4.7115254e-9,2.7565581e-11,4.7115254e-9,4.273002e-12
5.0540163e-9,1.4244064e-9,5.0540163e-9,2.4236801e-11,5.0540163e-9,2.4231084e-11,5.0540163e-9,3.7694384e-12
5.3108844e-9,1.5612183e-9,5.3108844e-9,2.1573465e-11,5.3108844e-9,2.1567699e-11,5.3108844e-9,3.3673254e-12
5.6961867e-9,1.8277701e-9,5.6961867e-9,1.758733e-11,5.6961867e-9,1.758143e-11,5.6961867e-9,2.76509e-12
5.9851634e-9,2.0716038e-9,5.9851634e-9,1.472246e-11,5.9851634e-9,1.4716477e-11,5.9851634e-9,2.3318959e-12
6.4186284e-9,2.490024e-9,6.4186284e-9,1.0797871e-11,6.4186284e-9,1.0791912e-11,6.4186284e-9,1.7380811e-12
7.0688259e-9,3.1754297e-9,7.0688259e-9,5.9769687e-12,7.0688259e-9,5.9713798e-12,7.0688259e-9,1.0083733e-12
8.0441223e-9,4.1544861e-9,8.0441223e-9,1.1713554e-12,8.0441223e-9,1.1669182e-12,8.0441223e-9,2.8161436e-13
8.7755945e-9,4.7516457e-9,8.7755945e-9,-8.9036389e-13,8.7755945e-9,-8.9371993e-13,8.7755945e-9,-2.9157928e-14
9.8728029e-9,5.357466e-9,9.8728029e-9,-2.5318178e-12,9.8728029e-9,-2.5337132e-12,9.8728029e-9,-2.7448161e-13
1.0695709e-8,5.6010872e-9,1.0695709e-8,-3.1303225e-12,1.0695709e-8,-3.1314013e-12,1.0695709e-8,-3.6243575e-13
1.1930069e-8,5.7105521e-9,1.1930069e-8,-3.5807543e-12,1.1930069e-8,-3.5810238e-12,1.1930069e-8,-4.2804522e-13
