Ntop_0_0 TotalCurrent(tran_50_0_0_-23_1.28e-5) X,Ntop_0_0 TotalCurrent(tran_50_0_0_-23_1.28e-5) Y,Ntop_0_1 TotalCurrent(tran_50_0_0_-23_1.28e-5) X,Ntop_0_1 TotalCurrent(tran_50_0_0_-23_1.28e-5) Y,Ntop_1_0 TotalCurrent(tran_50_0_0_-23_1.28e-5) X,Ntop_1_0 TotalCurrent(tran_50_0_0_-23_1.28e-5) Y,Ntop_1_1 TotalCurrent(tran_50_0_0_-23_1.28e-5) X,Ntop_1_1 TotalCurrent(tran_50_0_0_-23_1.28e-5) Y
1.2842567e-9,-4.2709262e-10,1.2842567e-9,2.7349372e-11,1.2842567e-9,2.7305287e-11,1.2842567e-9,7.343268e-12
1.4507072e-9,-2.036173e-10,1.4507072e-9,3.0568839e-11,1.4507072e-9,3.0584022e-11,1.4507072e-9,7.6757899e-12
1.5755452e-9,-1.3149583e-10,1.5755452e-9,2.9354434e-11,1.5755452e-9,2.9404327e-11,1.5755452e-9,7.2170786e-12
1.6691736e-9,-9.7888173e-11,1.6691736e-9,2.7637396e-11,1.6691736e-9,2.7707576e-11,1.6691736e-9,6.6759672e-12
1.8096163e-9,-5.5995387e-11,1.8096163e-9,2.4705036e-11,1.8096163e-9,2.4796118e-11,1.8096163e-9,5.7193784e-12
1.9149483e-9,-2.5393547e-11,1.9149483e-9,2.2486421e-11,1.9149483e-9,2.2585828e-11,1.9149483e-9,4.9498209e-12
2.0729463e-9,2.0282226e-11,2.0729463e-9,1.9261824e-11,2.0729463e-9,1.9363826e-11,2.0729463e-9,3.7824952e-12
2.1914448e-9,5.1472606e-11,2.1914448e-9,1.6873241e-11,2.1914448e-9,1.6970422e-11,2.1914448e-9,2.9217832e-12
2.3691925e-9,8.6403389e-11,2.3691925e-9,1.3194308e-11,2.3691925e-9,1.3277845e-11,2.3691925e-9,1.6959123e-12
2.6358142e-9,1.0226963e-10,2.6358142e-9,7.4208869e-12,2.6358142e-9,7.4785801e-12,2.6358142e-9,1.1504653e-13
3.0357466e-9,5.8900052e-11,3.0357466e-9,-4.1972344e-13,3.0357466e-9,-3.9654106e-13,3.0357466e-9,-1.3547021e-12
3.6356453e-9,-1.460999e-11,3.6356453e-9,-5.7125771e-12,3.6356453e-9,-5.7164226e-12,3.6356453e-9,-1.4644142e-12
4.5354933e-9,9.2337165e-11,4.5354933e-9,-2.6193849e-12,4.5354933e-9,-2.6216602e-12,4.5354933e-9,-2.9275254e-14
5.8852653e-9,6.1588085e-10,5.8852653e-9,2.5005996e-13,5.8852653e-9,2.5907635e-13,5.8852653e-9,2.146624e-13
7.9099233e-9,1.7316144e-9,7.9099233e-9,-8.2081681e-13,7.9099233e-9,-8.2299634e-13,7.9099233e-9,-1.2813217e-13
1.094691e-8,3.2304238e-9,1.094691e-8,3.0179979e-13,1.094691e-8,2.9694679e-13,1.094691e-8,9.8873116e-14
1.5502391e-8,4.235393e-9,1.5502391e-8,6.0132118e-13,1.5502391e-8,5.951397e-13,1.5502391e-8,8.0068703e-14
2.0502391e-8,4.273308e-9,2.0502391e-8,8.3391051e-13,2.0502391e-8,8.2891187e-13,2.0502391e-8,1.0663101e-13
2.5502391e-8,3.8956366e-9,2.5502391e-8,9.1746707e-13,2.5502391e-8,9.1429309e-13,2.5502391e-8,1.0268511e-13
3.0502391e-8,3.4026276e-9,3.0502391e-8,1.1688566e-12,3.0502391e-8,1.1691546e-12,3.0502391e-8,9.5872294e-14
3.5502391e-8,2.907349e-9,3.5502391e-8,1.7598567e-12,3.5502391e-8,1.7665881e-12,3.5502391e-8,8.7359909e-14
4.0502391e-8,2.4535063e-9,4.0502391e-8,2.7482934e-12,4.0502391e-8,2.7646335e-12,4.0502391e-8,7.8875168e-14
4.5502391e-8,2.0552115e-9,4.5502391e-8,4.0355833e-12,4.5502391e-8,4.0642162e-12,4.5502391e-8,7.1562073e-14
5.0502391e-8,1.7136872e-9,5.0502391e-8,5.4364235e-12,5.0502391e-8,5.4787765e-12,5.0502391e-8,6.5770142e-14
5.5502391e-8,1.4247554e-9,5.5502391e-8,6.7634897e-12,5.5502391e-8,6.819533e-12,5.5502391e-8,6.1892046e-14
6.0502391e-8,1.1823089e-9,6.0502391e-8,7.8781719e-12,6.0502391e-8,7.9466353e-12,6.0502391e-8,6.0212128e-14
6.5502391e-8,9.7991109e-10,6.5502391e-8,8.7044023e-12,6.5502391e-8,8.7831561e-12,6.5502391e-8,6.0917493e-14
7.0502391e-8,8.1150282e-10,7.0502391e-8,9.2203494e-12,7.0502391e-8,9.3068056e-12,7.0502391e-8,6.3992981e-14
7.5502391e-8,6.7167725e-10,7.5502391e-8,9.4423733e-12,7.5502391e-8,9.5338231e-12,7.5502391e-8,6.918703e-14
8.0502391e-8,5.5574781e-10,8.0502391e-8,9.409177e-12,8.0502391e-8,9.5030394e-12,8.0502391e-8,7.603567e-14
8.5502391e-8,4.5972113e-10,8.5502391e-8,9.1693735e-12,8.5502391e-8,9.2633555e-12,8.5502391e-8,8.3936319e-14
9.0502391e-8,3.8023015e-10,9.0502391e-8,8.7730167e-12,9.0502391e-8,8.8651963e-12,9.0502391e-8,9.2239506e-14
9.5502391e-8,3.1445482e-10,9.5502391e-8,8.2665151e-12,9.5502391e-8,8.3553699e-12,9.5502391e-8,1.0032941e-13
1e-7,2.6506878e-10,1e-7,7.7499137e-12,1e-7,7.8347967e-12,1e-7,1.0699447e-13

