Ntop_0_0 TotalCurrent(tran_50_0_0_-17_1.28e-5) X,Ntop_0_0 TotalCurrent(tran_50_0_0_-17_1.28e-5) Y,Ntop_0_1 TotalCurrent(tran_50_0_0_-17_1.28e-5) X,Ntop_0_1 TotalCurrent(tran_50_0_0_-17_1.28e-5) Y,Ntop_1_0 TotalCurrent(tran_50_0_0_-17_1.28e-5) X,Ntop_1_0 TotalCurrent(tran_50_0_0_-17_1.28e-5) Y,Ntop_1_1 TotalCurrent(tran_50_0_0_-17_1.28e-5) X,Ntop_1_1 TotalCurrent(tran_50_0_0_-17_1.28e-5) Y
8.1611922e-10,-1.8567512e-9,8.1611922e-10,-6.7570041e-11,8.1611922e-10,-6.7612809e-11,8.1611922e-10,-1.0097494e-11
9.3302277e-10,-1.3352204e-9,9.3302277e-10,-4.1804426e-11,9.3302277e-10,-4.1893692e-11,9.3302277e-10,-6.111877e-12
1.0207004e-9,-8.6998858e-10,1.0207004e-9,-2.21152e-11,1.0207004e-9,-2.2218468e-11,1.0207004e-9,-3.0866659e-12
1.1522169e-9,-1.9170226e-10,1.1522169e-9,3.9792261e-12,1.1522169e-9,3.882882e-12,1.1522169e-9,9.0549791e-13
1.2508543e-9,2.3434975e-10,1.2508543e-9,1.9228665e-11,1.2508543e-9,1.9150331e-11,1.2508543e-9,3.2305092e-12
1.3988104e-9,6.7382604e-10,1.3988104e-9,3.4130222e-11,1.3988104e-9,3.4082251e-11,1.3988104e-9,5.4966591e-12
1.5097774e-9,8.4906792e-10,1.5097774e-9,3.9637908e-11,1.5097774e-9,3.9608944e-11,1.5097774e-9,6.3308246e-12
1.676228e-9,9.2561037e-10,1.676228e-9,4.1349439e-11,1.676228e-9,4.13397e-11,1.676228e-9,6.5827684e-12
1.8010659e-9,8.8764449e-10,1.8010659e-9,3.9262583e-11,1.8010659e-9,3.9261447e-11,1.8010659e-9,6.2557584e-12
1.9883228e-9,7.6412362e-10,1.9883228e-9,3.3614156e-11,1.9883228e-9,3.3620813e-11,1.9883228e-9,5.3746846e-12
2.1287655e-9,6.5466709e-10,2.1287655e-9,2.8604372e-11,2.1287655e-9,2.8614407e-11,2.1287655e-9,4.589742e-12
2.3394295e-9,5.0244457e-10,2.3394295e-9,2.1294959e-11,2.3394295e-9,2.1307659e-11,2.3394295e-9,3.4346964e-12
2.4974275e-9,4.0832761e-10,2.4974275e-9,1.6454576e-11,2.4974275e-9,1.6467819e-11,2.4974275e-9,2.6615184e-12
2.7344245e-9,3.0710357e-10,2.7344245e-9,1.0683866e-11,2.7344245e-9,1.0696244e-11,2.7344245e-9,1.727307e-12
2.9121723e-9,2.6284927e-10,2.9121723e-9,7.5810627e-12,2.9121723e-9,7.5920861e-12,2.9121723e-9,1.2160498e-12
3.1787939e-9,2.4315879e-10,3.1787939e-9,4.6545008e-12,3.1787939e-9,4.6632884e-12,3.1787939e-9,7.2287894e-13
3.5787263e-9,3.0400085e-10,3.5787263e-9,2.9265793e-12,3.5787263e-9,2.932855e-12,3.5787263e-9,4.1920356e-13
3.728701e-9,3.5159633e-10,3.728701e-9,2.7761243e-12,3.728701e-9,2.7818244e-12,3.728701e-9,3.9064321e-13
3.953663e-9,4.4594124e-10,3.953663e-9,2.7377059e-12,3.953663e-9,2.7428991e-12,3.953663e-9,3.8436058e-13
4.291106e-9,6.3767552e-10,4.291106e-9,2.7790969e-12,4.291106e-9,2.7839809e-12,4.291106e-9,4.0239472e-13
4.7972705e-9,1.0326045e-9,4.7972705e-9,2.6597797e-12,4.7972705e-9,2.6646929e-12,4.7972705e-9,4.1213572e-13
5.5565173e-9,1.8166607e-9,5.5565173e-9,2.1301233e-12,5.5565173e-9,2.1349264e-12,5.5565173e-9,3.6372364e-13
6.6953874e-9,3.1605156e-9,6.6953874e-9,1.3976531e-12,6.6953874e-9,1.4012526e-12,6.6953874e-9,2.6784404e-13
8.4036926e-9,4.8750445e-9,8.4036926e-9,8.3638162e-13,8.4036926e-9,8.3763546e-13,8.4036926e-9,1.8777359e-13
1.096615e-8,6.2049869e-9,1.096615e-8,4.3824122e-13,1.096615e-8,4.3748518e-13,1.096615e-8,1.3364621e-13
1.4809837e-8,6.3722376e-9,1.4809837e-8,1.6229784e-13,1.4809837e-8,1.6067701e-13,1.4809837e-8,9.5200669e-14
1.9809837e-8,5.4304093e-9,1.9809837e-8,5.046656e-14,1.9809837e-8,4.8877849e-14,1.9809837e-8,7.7221024e-14
2.4809837e-8,4.2976082e-9,2.4809837e-8,1.2674612e-13,2.4809837e-8,1.259971e-13,2.4809837e-8,7.2428393e-14
2.9809837e-8,3.3079524e-9,2.9809837e-8,4.4308399e-13,2.9809837e-8,4.4456427e-13,2.9809837e-8,7.2478339e-14
3.4809837e-8,2.5155236e-9,3.4809837e-8,1.0242667e-12,3.4809837e-8,1.0298198e-12,3.4809837e-8,7.4150079e-14
3.9809837e-8,1.9027571e-9,3.9809837e-8,1.7724174e-12,3.9809837e-8,1.7835718e-12,3.9809837e-8,7.6174665e-14
4.4809837e-8,1.4361313e-9,4.4809837e-8,2.5153606e-12,4.4809837e-8,2.5327228e-12,4.4809837e-8,7.8135124e-14
4.9809837e-8,1.0832118e-9,4.9809837e-8,3.1057442e-12,4.9809837e-8,3.1288642e-12,4.9809837e-8,7.9980533e-14
5.4809837e-8,8.170435e-10,5.4809837e-8,3.4708225e-12,5.4809837e-8,3.4984505e-12,5.4809837e-8,8.1800251e-14
5.9809837e-8,6.1648083e-10,5.9809837e-8,3.6064224e-12,5.9809837e-8,3.6369033e-12,5.9809837e-8,8.3663979e-14
6.4809837e-8,4.6535035e-10,6.4809837e-8,3.5494772e-12,6.4809837e-8,3.581121e-12,6.4809837e-8,8.5583324e-14
6.9809837e-8,3.5142158e-10,6.9809837e-8,3.3526212e-12,6.9809837e-8,3.3839476e-12,6.9809837e-8,8.7490068e-14
7.4809837e-8,2.6549013e-10,7.4809837e-8,3.0678959e-12,7.4809837e-8,3.097759e-12,7.4809837e-8,8.9275216e-14
7.9809837e-8,2.0064007e-10,7.9809837e-8,2.7388203e-12,7.9809837e-8,2.7664344e-12,7.9809837e-8,9.0824477e-14
8.4809837e-8,1.516751e-10,8.4809837e-8,2.3979785e-12,8.4809837e-8,2.4228849e-12,8.4809837e-8,9.2051524e-14
8.9809837e-8,1.1468836e-10,8.9809837e-8,2.0675832e-12,8.9809837e-8,2.0895901e-12,8.9809837e-8,9.2910963e-14
9.4809837e-8,8.6739856e-11,9.4809837e-8,1.7612943e-12,9.4809837e-8,1.7804088e-12,9.4809837e-8,9.3399724e-14
9.9809837e-8,6.5615035e-11,9.9809837e-8,1.4863254e-12,9.9809837e-8,1.5026894e-12,9.9809837e-8,9.3548379e-14
1e-7,6.4924701e-11,1e-7,1.4765323e-12,1e-7,1.49278e-12,1e-7,9.3539516e-14

