"BoronActiveConcentration"
0.00	6.00E+17
0.05	6.00E+17
0.10	3.50E+17
0.15	2.00E+17
0.20	2.20E+17
0.25	3.60E+17
0.30	6.00E+17
0.35	9.00E+17
0.40	1.30E+18
0.45	1.70E+18
0.50	2.10E+18
0.55	2.30E+18
0.60	2.30E+18
0.65	2.00E+18
0.70	1.50E+18
0.75	1.00E+18
0.80	6.50E+17
0.85	4.00E+17
0.90	3.00E+17
0.95	2.00E+17
1.00	1.50E+17
1.05	1.00E+17
1.10	6.00E+16
1.15	3.50E+16
1.20	1.80E+16
1.25	8.50E+15
1.30	3.50E+15
1.35	1.50E+15
1.40	7.00E+14
1.45	3.00E+14
1.50	1.50E+14
