Ntop TotalCurrent(iv_2.0_1000) X,Ntop TotalCurrent(iv_2.0_1000) Y
0,-2.5718271e-17
0,2.3825766e-19
0,4.6187084e-15
0,6.1497379e-15
0,7.1951221e-15
0,8.4872349e-15
0,1.0013331e-14
0,1.1291579e-14
0,1.2280178e-14
0,1.3152597e-14
0,1.3973634e-14
0,1.4742961e-14
0,1.4743577e-14
-0.5,1.6290934e-14
-1,1.7573014e-14
-1.5,1.867743e-14
-2,1.9615936e-14
-2.5,2.0347926e-14
-3,2.0911795e-14
-3.5,2.1392184e-14
-4,2.1770425e-14
-4.5,2.2063234e-14
-5,2.2280229e-14
-5.5,2.2436833e-14
-6,2.2542079e-14
-6.5,2.2636591e-14
-7,2.2697553e-14
-7.5,2.2744689e-14
-8,2.279448e-14
-8.5,2.2823154e-14
-9,2.2845208e-14
-9.5,2.2902214e-14
-10,2.2920064e-14
-10.5,2.2940166e-14
-11,2.2938444e-14
-11.5,2.2975679e-14
-12,2.2977853e-14
-12.5,2.2998773e-14
-13,2.2996413e-14
-13.5,2.3019393e-14
-14,2.3026794e-14
-14.5,2.3081814e-14
-15,2.3077337e-14
-15.5,2.3074607e-14
-16,2.3061661e-14
-16.5,2.3069505e-14
-17,2.3080887e-14
-17.5,2.3067172e-14
-18,2.3000724e-14
-18.5,2.2867854e-14
-19,2.2600124e-14
-19.5,2.2153851e-14
-20,2.145561e-14
-20.5,2.0521642e-14
-21,1.9512018e-14
-21.5,1.8527616e-14
-22,1.763621e-14
-22.5,1.6865958e-14
-23,1.6221705e-14
-23.5,1.5669681e-14
-24,1.5195941e-14
-24.5,1.4724144e-14
-25,1.4346681e-14
-25.5,1.4018355e-14
-26,1.3672028e-14
-26.5,1.3376301e-14
-27,1.3156186e-14
-27.5,1.2900283e-14
-28,1.2720258e-14
-28.5,1.2391103e-14
-29,1.2261692e-14
-29.5,1.2099366e-14
-30,1.1990712e-14
-30.5,1.1945968e-14
-31,1.1776275e-14
-31.5,1.1773294e-14
-32,1.1606344e-14
-32.5,1.1520752e-14
-33,1.1491599e-14
-33.5,1.1368317e-14
-34,1.1309847e-14
-34.5,1.1255744e-14
-35,1.1200007e-14
-35.5,1.115948e-14
-36,1.1145966e-14
-36.5,1.1064052e-14
-37,1.1042749e-14
-37.5,1.0962687e-14
-38,1.098428e-14
-38.5,1.09261e-14
-39,1.0905056e-14
-39.5,1.0876596e-14
-40,1.0829153e-14
-40.5,1.0808828e-14
-41,1.0768134e-14
-41.5,1.0768434e-14
-42,1.0744466e-14
-42.5,1.0735921e-14
-43,1.0696028e-14
-43.5,1.0695898e-14
-44,1.0684317e-14
-44.5,1.0657656e-14
-45,1.0658193e-14
-45.5,1.062902e-14
-46,1.0636593e-14
-46.5,1.0609036e-14
-47,1.0602823e-14
-47.5,1.0584266e-14
-48,1.0552273e-14
-48.5,1.0538269e-14
-49,1.0515562e-14
-49.5,1.0533389e-14
-50,1.0509647e-14

