Ntop TotalCurrent(iv_4.25_100) X,Ntop TotalCurrent(iv_4.25_100) Y
0,-2.6171313e-17
0,5.3823742e-19
0,1.6236159e-15
0,2.3508602e-15
0,2.9246968e-15
0,3.4728657e-15
0,4.0091821e-15
0,4.4865755e-15
0,4.9246031e-15
0,5.3436911e-15
0,5.7482966e-15
0,6.1458979e-15
0,6.1446398e-15
-0.5,7.6880094e-15
-1,8.9702687e-15
-1.5,1.007682e-14
-2,1.1013156e-14
-2.5,1.1741273e-14
-3,1.2302091e-14
-3.5,1.2772698e-14
-4,1.3146131e-14
-4.5,1.3437342e-14
-5,1.3647254e-14
-5.5,1.3811818e-14
-6,1.3921961e-14
-6.5,1.4007707e-14
-7,1.4076803e-14
-7.5,1.412527e-14
-8,1.4185627e-14
-8.5,1.4211478e-14
-9,1.4247815e-14
-9.5,1.429184e-14
-10,1.4305807e-14
-10.5,1.4298894e-14
-11,1.4343632e-14
-11.5,1.4367386e-14
-12,1.4377242e-14
-12.5,1.4380689e-14
-13,1.4434137e-14
-13.5,1.4419465e-14
-14,1.4415749e-14
-14.5,1.4436212e-14
-15,1.4458811e-14
-15.5,1.4479123e-14
-16,1.4486887e-14
-16.5,1.4491415e-14
-17,1.4527194e-14
-17.5,1.4472427e-14
-18,1.4418043e-14
-18.5,1.4374662e-14
-19,1.4175688e-14
-19.5,1.3866091e-14
-20,1.3341915e-14
-20.5,1.2554429e-14
-21,1.1680383e-14
-21.5,1.0715562e-14
-22,9.8361658e-15
-22.5,8.9971307e-15
-23,8.3026466e-15
-23.5,7.7050401e-15
-24,7.1937413e-15
-24.5,6.7187023e-15
-25,6.3444458e-15
-25.5,5.9795828e-15
-26,5.6434622e-15
-26.5,5.3281884e-15
-27,5.0714954e-15
-27.5,4.8865607e-15
-28,4.5759345e-15
-28.5,4.4383393e-15
-29,4.117871e-15
-29.5,3.9401199e-15
-30,3.8396165e-15
-30.5,3.7113767e-15
-31,3.6058747e-15
-31.5,3.5161711e-15
-32,3.3524647e-15
-32.5,3.2615267e-15
-33,3.1713561e-15
-33.5,3.1300752e-15
-34,2.9985717e-15
-34.5,2.9979515e-15
-35,2.8845257e-15
-35.5,2.8590977e-15
-36,2.7968214e-15
-36.5,2.72653e-15
-37,2.6699987e-15
-37.5,2.651018e-15
-38,2.5983017e-15
-38.5,2.5447017e-15
-39,2.5026823e-15
-39.5,2.4689442e-15
-40,2.4658953e-15
-40.5,2.4448022e-15
-41,2.4129002e-15
-41.5,2.3657319e-15
-42,2.343482e-15
-42.5,2.3212599e-15
-43,2.2994762e-15
-43.5,2.2927334e-15
-44,2.2817105e-15
-44.5,2.2602889e-15
-45,2.234523e-15
-45.5,2.2071298e-15
-46,2.2036557e-15
-46.5,2.1888294e-15
-47,2.1498813e-15
-47.5,2.1371463e-15
-48,2.1063333e-15
-48.5,2.1510831e-15
-49,2.1268481e-15
-49.5,2.1084301e-15
-50,2.0929255e-15

