Ntop TotalCurrent(iv_2.0_10) X,Ntop TotalCurrent(iv_2.0_10) Y
0,-2.5718271e-17
0,2.3825766e-19
0,1.3206609e-15
0,1.9766517e-15
0,2.5063228e-15
0,2.9805918e-15
0,3.418896e-15
0,3.8292285e-15
0,4.2146438e-15
0,4.5815143e-15
0,4.934801e-15
0,5.2720084e-15
0,5.2727617e-15
-0.5,6.8182222e-15
-1,8.1012306e-15
-1.5,9.2107253e-15
-2,1.0143633e-14
-2.5,1.0879165e-14
-3,1.1445099e-14
-3.5,1.1917901e-14
-4,1.2298173e-14
-4.5,1.2585654e-14
-5,1.2791078e-14
-5.5,1.2960334e-14
-6,1.307125e-14
-6.5,1.3167189e-14
-7,1.3229255e-14
-7.5,1.3268781e-14
-8,1.3328555e-14
-8.5,1.3358549e-14
-9,1.3386178e-14
-9.5,1.341855e-14
-10,1.3441989e-14
-10.5,1.345924e-14
-11,1.3501169e-14
-11.5,1.3510162e-14
-12,1.353035e-14
-12.5,1.3531769e-14
-13,1.3568164e-14
-13.5,1.3534573e-14
-14,1.3568106e-14
-14.5,1.3600088e-14
-15,1.3597127e-14
-15.5,1.3627878e-14
-16,1.3624202e-14
-16.5,1.3649085e-14
-17,1.3590575e-14
-17.5,1.3585867e-14
-18,1.3512851e-14
-18.5,1.3396413e-14
-19,1.3137425e-14
-19.5,1.2676276e-14
-20,1.19559e-14
-20.5,1.1081868e-14
-21,1.0019563e-14
-21.5,9.0494814e-15
-22,8.1945617e-15
-22.5,7.4029509e-15
-23,6.7171864e-15
-23.5,6.1688103e-15
-24,5.6933327e-15
-24.5,5.2837656e-15
-25,4.8516342e-15
-25.5,4.538524e-15
-26,4.2011911e-15
-26.5,3.9018037e-15
-27,3.7169869e-15
-27.5,3.4704126e-15
-28,3.2483822e-15
-28.5,2.9665998e-15
-29,2.820998e-15
-29.5,2.6913625e-15
-30,2.5547113e-15
-30.5,2.411637e-15
-31,2.3207783e-15
-31.5,2.2568069e-15
-32,2.131086e-15
-32.5,2.0531967e-15
-33,1.99808e-15
-33.5,1.9026488e-15
-34,1.8082949e-15
-34.5,1.8124046e-15
-35,1.7606332e-15
-35.5,1.685723e-15
-36,1.6385063e-15
-36.5,1.5813748e-15
-37,1.5734886e-15
-37.5,1.5536443e-15
-38,1.4783792e-15
-38.5,1.4510499e-15
-39,1.4763732e-15
-39.5,1.3997835e-15
-40,1.3889442e-15
-40.5,1.3785094e-15
-41,1.3325558e-15
-41.5,1.3035065e-15
-42,1.3045959e-15
-42.5,1.2523395e-15
-43,1.2378874e-15
-43.5,1.2047063e-15
-44,1.1961668e-15
-44.5,1.1908958e-15
-45,1.1731383e-15
-45.5,1.1401328e-15
-46,1.1614429e-15
-46.5,1.1542417e-15
-47,1.1140599e-15
-47.5,1.1019628e-15
-48,1.1000186e-15
-48.5,1.0798834e-15
-49,1.0641639e-15
-49.5,1.0557699e-15
-50,1.0490514e-15

