Ntop TotalCurrent(n230_des) X,Ntop TotalCurrent(n230_des) Y
0,-2.5908162e-17
0,-2.328224e-19
0,7.112998e-15
0,9.0390753e-15
0,9.8347663e-15
0,1.0397977e-14
0,1.089096e-14
0,1.135195e-14
0,1.1797782e-14
0,1.2234424e-14
0,1.2667847e-14
0,1.3103377e-14
0,1.3104452e-14
-0.5,1.4648796e-14
-1,1.5932497e-14
-1.5,1.7036408e-14
-2,1.7978666e-14
-2.5,1.871247e-14
-3,1.9273038e-14
-3.5,1.9754622e-14
-4,2.012079e-14
-4.5,2.0416517e-14
-5,2.0628098e-14
-5.5,2.0802837e-14
-6,2.0906826e-14
-6.5,2.0998815e-14
-7,2.1073607e-14
-7.5,2.1104077e-14
-8,2.1165169e-14
-8.5,2.1205715e-14
-9,2.1243412e-14
-9.5,2.1281914e-14
-10,2.1291511e-14
-10.5,2.1318662e-14
-11,2.1344098e-14
-11.5,2.1364403e-14
-12,2.1367832e-14
-12.5,2.1388708e-14
-13,2.1428632e-14
-13.5,2.1422626e-14
-14,2.1428478e-14
-14.5,2.1475106e-14
-15,2.1484478e-14
-15.5,2.1452254e-14
-16,2.1470415e-14
-16.5,2.1459189e-14
-17,2.1433895e-14
-17.5,2.1411216e-14
-18,2.1313562e-14
-18.5,2.1110856e-14
-19,2.067051e-14
-19.5,2.0038048e-14
-20,1.9137566e-14
-20.5,1.808956e-14
-21,1.6987134e-14
-21.5,1.6000181e-14
-22,1.5139454e-14
-22.5,1.4384694e-14
-23,1.3769982e-14
-23.5,1.3260676e-14
-24,1.2766425e-14
-24.5,1.2367653e-14
-25,1.1981878e-14
-25.5,1.1628677e-14
-26,1.1354095e-14
-26.5,1.1049913e-14
-27,1.0873784e-14
-27.5,1.0707606e-14
-28,1.033441e-14
-28.5,1.0198668e-14
-29,1.0097195e-14
-29.5,1.0064749e-14
-30,9.9113218e-15
-30.5,9.8512288e-15
-31,9.733199e-15
-31.5,9.6837136e-15
-32,9.5632333e-15
-32.5,9.5256411e-15
-33,9.4653476e-15
-33.5,9.4082212e-15
-34,9.339602e-15
-34.5,9.317288e-15
-35,9.2673116e-15
-35.5,9.2360643e-15
-36,9.1825338e-15
-36.5,9.0865502e-15
-37,9.1159626e-15
-37.5,9.07103e-15
-38,9.0393712e-15
-38.5,8.9887044e-15
-39,8.9919122e-15
-39.5,9.0028372e-15
-40,8.9460605e-15
-40.5,8.9303566e-15
-41,8.9070652e-15
-41.5,8.8827417e-15
-42,8.8709387e-15
-42.5,8.8374122e-15
-43,8.8629616e-15
-43.5,8.8123264e-15
-44,8.8040194e-15
-44.5,8.7989174e-15
-45,8.7976456e-15
-45.5,8.7563045e-15
-46,8.7553074e-15
-46.5,8.7388921e-15
-47,8.7093276e-15
-47.5,8.7163244e-15
-48,8.6977911e-15
-48.5,8.6989563e-15
-49,8.6831145e-15
-49.5,8.6801501e-15
-50,8.6539041e-15

