Ntop TotalCurrent(iv_0.0_100) X,Ntop TotalCurrent(iv_0.0_100) Y
0,-2.6015202e-17
0,-2.3074528e-18
0,1.5478365e-15
0,2.3122623e-15
0,2.9845497e-15
0,3.6496523e-15
0,4.2718989e-15
0,4.7931427e-15
0,5.2298013e-15
0,5.6241495e-15
0,5.9916767e-15
0,6.3410407e-15
0,6.3399537e-15
-0.5,7.8837855e-15
-1,9.169519e-15
-1.5,1.027844e-14
-2,1.1214507e-14
-2.5,1.1952479e-14
-3,1.2528728e-14
-3.5,1.3016703e-14
-4,1.3389601e-14
-4.5,1.3689143e-14
-5,1.3906056e-14
-5.5,1.4055793e-14
-6,1.4182034e-14
-6.5,1.425606e-14
-7,1.4321256e-14
-7.5,1.4362346e-14
-8,1.4407752e-14
-8.5,1.4442146e-14
-9,1.4468816e-14
-9.5,1.4510251e-14
-10,1.4529526e-14
-10.5,1.4557362e-14
-11,1.460048e-14
-11.5,1.4618359e-14
-12,1.4619798e-14
-12.5,1.4643685e-14
-13,1.4642233e-14
-13.5,1.4652899e-14
-14,1.4671226e-14
-14.5,1.4686565e-14
-15,1.4741603e-14
-15.5,1.4699122e-14
-16,1.4718004e-14
-16.5,1.468986e-14
-17,1.4658659e-14
-17.5,1.4600579e-14
-18,1.4465219e-14
-18.5,1.4145595e-14
-19,1.3611924e-14
-19.5,1.2835776e-14
-20,1.1837308e-14
-20.5,1.0749115e-14
-21,9.6433909e-15
-21.5,8.6815736e-15
-22,7.8670067e-15
-22.5,7.1992059e-15
-23,6.6026311e-15
-23.5,6.0758834e-15
-24,5.6446504e-15
-24.5,5.2546436e-15
-25,4.8913812e-15
-25.5,4.5749229e-15
-26,4.2904207e-15
-26.5,4.0971201e-15
-27,3.8710076e-15
-27.5,3.6514248e-15
-28,3.3297411e-15
-28.5,3.267694e-15
-29,3.1545689e-15
-29.5,3.0409544e-15
-30,2.9498806e-15
-30.5,2.9196307e-15
-31,2.7984851e-15
-31.5,2.7362676e-15
-32,2.6863291e-15
-32.5,2.6576493e-15
-33,2.5123418e-15
-33.5,2.5074324e-15
-34,2.4627066e-15
-34.5,2.3784501e-15
-35,2.4367032e-15
-35.5,2.3327608e-15
-36,2.3258823e-15
-36.5,2.2817232e-15
-37,2.2613292e-15
-37.5,2.1937471e-15
-38,2.1643804e-15
-38.5,2.1660281e-15
-39,2.1181464e-15
-39.5,2.1177079e-15
-40,2.084767e-15
-40.5,2.0690132e-15
-41,2.0229629e-15
-41.5,2.0290519e-15
-42,2.0281914e-15
-42.5,1.9843601e-15
-43,1.9782115e-15
-43.5,1.9834587e-15
-44,1.9568873e-15
-44.5,1.9448717e-15
-45,1.9226615e-15
-45.5,1.8922208e-15
-46,1.9011676e-15
-46.5,1.8946964e-15
-47,1.8701793e-15
-47.5,1.8848295e-15
-48,1.8655422e-15
-48.5,1.8442363e-15
-49,1.8237494e-15
-49.5,1.8333323e-15
-50,1.8316808e-15

