c(Ntop:Ntop)(cv_ac_0.5_1000_ac_des) X,c(Ntop:Ntop)(cv_ac_0.5_1000_ac_des) Y
-0.05,1.5337278e-15
-0.14555556,1.5295814e-15
-0.32817284,1.5228434e-15
-0.67717476,1.5128611e-15
-1.1771748,1.5018636e-15
-1.6771748,1.4909294e-15
-2.1771748,1.4754301e-15
-2.6771748,1.4492228e-15
-3.1771748,1.4107882e-15
-3.6771748,1.3694385e-15
-4.1771748,1.3352193e-15
-4.6771748,1.3092215e-15
-5.1771748,1.2886534e-15
-5.6771748,1.2712445e-15
-6.1771748,1.2557081e-15
-6.6771748,1.2413394e-15
-7.1771748,1.2277231e-15
-7.6771748,1.2145848e-15
-8.1771748,1.2017168e-15
-8.6771748,1.1889372e-15
-9.1771748,1.1760609e-15
-9.6771748,1.1628761e-15
-10.177175,1.1491211e-15
-10.677175,1.1344684e-15
-11.177175,1.1185367e-15
-11.677175,1.10099e-15
-12.177175,1.0818288e-15
-12.677175,1.061899e-15
-13.177175,1.0431427e-15
-13.677175,1.0277286e-15
-14.177175,1.0165775e-15
-14.677175,1.0091222e-15
-15.177175,1.0042324e-15
-15.677175,1.0009387e-15
-16.177175,9.9860398e-16
-16.677175,9.9685103e-16
-17.177175,9.9546323e-16
-17.677175,9.9431541e-16
-18.177175,9.933338e-16
-18.677175,9.9247407e-16
-19.177175,9.9170964e-16
-19.677175,9.9102528e-16
-20.177175,9.9041322e-16
-20.677175,9.8986981e-16
-21.177175,9.8939231e-16
-21.677175,9.889762e-16
-22.177175,9.8861427e-16
-22.677175,9.8829756e-16
-23.177175,9.880171e-16
-23.677175,9.8776519e-16
-24.177175,9.8753581e-16
-24.677175,9.8732446e-16
-25.177175,9.8712783e-16
-25.677175,9.8694349e-16
-26.177175,9.867696e-16
-26.677175,9.8660473e-16
-27.177175,9.8644778e-16
-27.677175,9.8629781e-16
-28.177175,9.861541e-16
-28.677175,9.8601599e-16
-29.177175,9.8588295e-16
-29.677175,9.8575452e-16
-30.177175,9.8563028e-16
-30.677175,9.8550989e-16
-31.177175,9.8539303e-16
-31.677175,9.8527943e-16
-32.177175,9.8516884e-16
-32.677175,9.8506103e-16
-33.177175,9.8495582e-16
-33.677175,9.8485302e-16
-34.177175,9.8475249e-16
-34.677175,9.8465407e-16
-35.177175,9.8455763e-16
-35.677175,9.8446307e-16
-36.177175,9.8437028e-16
-36.677175,9.8427916e-16
-37.177175,9.8418963e-16
-37.677175,9.841016e-16
-38.177175,9.8401502e-16
-38.677175,9.839298e-16
-39.177175,9.8384591e-16
-39.677175,9.8376327e-16
-40.177175,9.8368185e-16
-40.677175,9.836016e-16
-41.177175,9.8352248e-16
-41.677175,9.8344445e-16
-42.177175,9.8336749e-16
-42.677175,9.8329155e-16
-43.177175,9.8321661e-16
-43.677175,9.8314265e-16
-44.177175,9.8306963e-16
-44.677175,9.8299755e-16
-45.177175,9.8292638e-16
-45.677175,9.828561e-16
-46.177175,9.827867e-16
-46.677175,9.8271815e-16
-47.177175,9.8265045e-16
-47.677175,9.8258359e-16
-48.177175,9.8251755e-16
-48.677175,9.8245231e-16
-49.177175,9.8238788e-16
-49.677175,9.8232423e-16
-50,9.8228356e-16

