Ntop TotalCurrent(iv_0.0_10) X,Ntop TotalCurrent(iv_0.0_10) Y
0,-2.6015202e-17
0,-2.3074528e-18
0,1.3158757e-15
0,1.9790566e-15
0,2.5228728e-15
0,3.0150255e-15
0,3.4662678e-15
0,3.884949e-15
0,4.2714926e-15
0,4.6393062e-15
0,4.991575e-15
0,5.3309873e-15
0,5.3300893e-15
-0.5,6.8753246e-15
-1,8.1574812e-15
-1.5,9.265163e-15
-2,1.0206892e-14
-2.5,1.0946282e-14
-3,1.1521934e-14
-3.5,1.2003976e-14
-4,1.2375599e-14
-4.5,1.2666951e-14
-5,1.2893229e-14
-5.5,1.3047831e-14
-6,1.3158737e-14
-6.5,1.323089e-14
-7,1.3296463e-14
-7.5,1.3355112e-14
-8,1.3400666e-14
-8.5,1.3439451e-14
-9,1.3475131e-14
-9.5,1.3495297e-14
-10,1.3523309e-14
-10.5,1.3559977e-14
-11,1.3569906e-14
-11.5,1.3601466e-14
-12,1.3612503e-14
-12.5,1.3646273e-14
-13,1.362975e-14
-13.5,1.3641476e-14
-14,1.3660526e-14
-14.5,1.3676438e-14
-15,1.3731771e-14
-15.5,1.368957e-14
-16,1.3724755e-14
-16.5,1.3680871e-14
-17,1.3649923e-14
-17.5,1.3591952e-14
-18,1.3456849e-14
-18.5,1.3137367e-14
-19,1.2603979e-14
-19.5,1.1820629e-14
-20,1.083821e-14
-20.5,9.7136554e-15
-21,8.6399811e-15
-21.5,7.7029063e-15
-22,6.848071e-15
-22.5,6.1629455e-15
-23,5.6074826e-15
-23.5,5.086004e-15
-24,4.589937e-15
-24.5,4.2198184e-15
-25,3.855442e-15
-25.5,3.5851721e-15
-26,3.2852424e-15
-26.5,3.0376455e-15
-27,2.8162552e-15
-27.5,2.6789093e-15
-28,2.4235498e-15
-28.5,2.2385763e-15
-29,2.1540314e-15
-29.5,2.1043944e-15
-30,1.9309535e-15
-30.5,1.8331633e-15
-31,1.7731768e-15
-31.5,1.7930104e-15
-32,1.688435e-15
-32.5,1.6055818e-15
-33,1.5383038e-15
-33.5,1.5128924e-15
-34,1.4597566e-15
-34.5,1.3962996e-15
-35,1.3559828e-15
-35.5,1.3519425e-15
-36,1.2973814e-15
-36.5,1.2542725e-15
-37,1.2621911e-15
-37.5,1.1861166e-15
-38,1.1844944e-15
-38.5,1.1516157e-15
-39,1.120424e-15
-39.5,1.0797684e-15
-40,1.0793216e-15
-40.5,1.055617e-15
-41,1.0326916e-15
-41.5,1.0314388e-15
-42,9.7902694e-16
-42.5,1.0148282e-15
-43,1.0086698e-15
-43.5,9.8488308e-16
-44,9.3816609e-16
-44.5,9.2687618e-16
-45,9.2379988e-16
-45.5,8.8686548e-16
-46,8.7097767e-16
-46.5,8.8338517e-16
-47,8.7641342e-16
-47.5,8.2746885e-16
-48,8.4855595e-16
-48.5,8.5372574e-16
-49,8.2214984e-16
-49.5,8.3199963e-16
-50,8.0438475e-16

