c(Ntop:Ntop)(cv_n259_ac_des) X,c(Ntop:Ntop)(cv_n259_ac_des) Y
-0.05,6.6090988e-16
-0.14555556,6.5677139e-16
-0.32817284,6.5005674e-16
-0.67717476,6.4016881e-16
-1.1771748,6.2964698e-16
-1.6771748,6.2061175e-16
-2.1771748,6.0983003e-16
-2.6771748,5.9349047e-16
-3.1771748,5.6974202e-16
-3.6771748,5.4162041e-16
-4.1771748,5.1528915e-16
-4.6771748,4.9398573e-16
-5.1771748,4.7722488e-16
-5.6771748,4.635602e-16
-6.1771748,4.5188995e-16
-6.6771748,4.41544e-16
-7.1771748,4.321262e-16
-7.6771748,4.2339329e-16
-8.1771748,4.1518737e-16
-8.6771748,4.0740038e-16
-9.1771748,3.9995517e-16
-9.6771748,3.9279475e-16
-10.177175,3.8587591e-16
-10.677175,3.7916514e-16
-11.177175,3.7263595e-16
-11.677175,3.662671e-16
-12.177175,3.6004144e-16
-12.677175,3.5394504e-16
-13.177175,3.4796671e-16
-13.677175,3.4209751e-16
-14.177175,3.3633056e-16
-14.677175,3.3066084e-16
-15.177175,3.25085e-16
-15.677175,3.1960138e-16
-16.177175,3.1420991e-16
-16.677175,3.0891217e-16
-17.177175,3.037114e-16
-17.677175,2.9861267e-16
-18.177175,2.9362311e-16
-18.677175,2.887523e-16
-19.177175,2.8401303e-16
-19.677175,2.794224e-16
-20.177175,2.750033e-16
-20.677175,2.7078582e-16
-21.177175,2.6680739e-16
-21.677175,2.631094e-16
-22.177175,2.5972896e-16
-22.677175,2.566873e-16
-23.177175,2.5398148e-16
-23.677175,2.5158549e-16
-24.177175,2.4945999e-16
-24.677175,2.4756353e-16
-25.177175,2.4585955e-16
-25.677175,2.4431856e-16
-26.177175,2.4291758e-16
-26.677175,2.4163858e-16
-27.177175,2.4046712e-16
-27.677175,2.393913e-16
-28.177175,2.3840105e-16
-28.677175,2.3748773e-16
-29.177175,2.3664376e-16
-29.677175,2.3586248e-16
-30.177175,2.3513799e-16
-30.677175,2.34465e-16
-31.177175,2.3383882e-16
-31.677175,2.3325524e-16
-32.177175,2.3271048e-16
-32.677175,2.3220114e-16
-33.177175,2.3172417e-16
-33.677175,2.3127683e-16
-34.177175,2.3085663e-16
-34.677175,2.3046134e-16
-35.177175,2.3008894e-16
-35.677175,2.2973759e-16
-36.177175,2.2940564e-16
-36.677175,2.2909158e-16
-37.177175,2.2879407e-16
-37.677175,2.2851184e-16
-38.177175,2.2824379e-16
-38.677175,2.2798888e-16
-39.177175,2.2774618e-16
-39.677175,2.2751484e-16
-40.177175,2.2729408e-16
-40.677175,2.270832e-16
-41.177175,2.2688154e-16
-41.677175,2.266885e-16
-42.177175,2.2650355e-16
-42.677175,2.2632619e-16
-43.177175,2.2615596e-16
-43.677175,2.2599243e-16
-44.177175,2.2583523e-16
-44.677175,2.25684e-16
-45.177175,2.2553841e-16
-45.677175,2.2539817e-16
-46.177175,2.2526298e-16
-46.677175,2.2513261e-16
-47.177175,2.250068e-16
-47.677175,2.2488535e-16
-48.177175,2.2476805e-16
-48.677175,2.2465471e-16
-49.177175,2.2454516e-16
-49.677175,2.2443924e-16
-50,2.243727e-16

