Ptop TotalCurrent(iv_2.0_8) X,Ptop TotalCurrent(iv_2.0_8) Y
0,-5.8901415e-20
0,6.3148742e-21
0,-1.4009013e-17
0,-2.1236174e-17
0,-2.7395411e-17
0,-3.3067638e-17
0,-3.833251e-17
0,-4.3332897e-17
0,-4.817011e-17
0,-5.2952567e-17
0,-5.7754909e-17
0,-6.2740886e-17
0,-6.272326e-17
-0.5,-6.2163273e-17
-1,-6.1735884e-17
-1.5,-6.1507983e-17
-2,-6.1439835e-17
-2.5,-6.1700259e-17
-3,-6.2394812e-17
-3.5,-6.3725061e-17
-4,-6.5912195e-17
-4.5,-6.887169e-17
-5,-7.1940218e-17
-5.5,-7.4172781e-17
-6,-7.5328511e-17
-6.5,-7.5665475e-17
-7,-7.557705e-17
-7.5,-7.5245411e-17
-8,-7.4692884e-17
-8.5,-7.4024831e-17
-9,-7.3236625e-17
-9.5,-7.2323091e-17
-10,-7.1180258e-17
-10.5,-6.9560477e-17
-11,-6.6437826e-17
-11.5,-5.828401e-17
-12,-3.3660076e-17
-12.5,4.5701148e-17
-13,3.0262227e-16
-13.5,1.124072e-15
-14,3.6976776e-15
-14.5,1.1572695e-14
-15,3.5052693e-14
-15.5,1.0313266e-13
-16,2.9472957e-13
-16.5,8.1709227e-13
-17,2.1940567e-12
-17.5,5.6964259e-12
-18,1.4273588e-11
-18.5,3.4447329e-11
-19,7.9880216e-11
-19.5,1.7747117e-10
-20,3.7642227e-10
-20.5,7.590408e-10
-21,1.4487667e-9
-21.5,2.6079071e-9
-22,4.4195716e-9
-22.5,7.0577725e-9
-23,1.0659256e-8
-23.5,1.5309474e-8
-24,2.1044601e-8
-24.5,2.7862995e-8
-25,3.5738612e-8
-25.5,4.4632107e-8
-26,5.4498503e-8
-26.5,6.5291894e-8
-27,7.6968035e-8
-27.5,8.9485598e-8
-28,1.0280664e-7
-28.5,1.1689666e-7
-29,1.317244e-7
-29.5,1.4726157e-7
-30,1.6348256e-7
-30.5,1.8036412e-7
-31,1.9788509e-7
-31.5,2.1602613e-7
-32,2.3476952e-7
-32.5,2.5409895e-7
-33,2.7399935e-7
-33.5,2.9445676e-7
-34,3.1545819e-7
-34.5,3.3699152e-7
-35,3.5904539e-7
-35.5,3.8160914e-7
-36,4.0467274e-7
-36.5,4.2822669e-7
-37,4.5226202e-7
-37.5,4.7677022e-7
-38,5.0174317e-7
-38.5,5.2717315e-7
-39,5.5305278e-7
-39.5,5.7937499e-7
-40,6.0613303e-7
-40.5,6.333204e-7
-41,6.6093083e-7
-41.5,6.8895832e-7
-42,7.1739706e-7
-42.5,7.4624144e-7
-43,7.7548604e-7
-43.5,8.0512562e-7
-44,8.3515508e-7
-44.5,8.655695e-7
-45,8.9636409e-7
-45.5,9.2753418e-7
-46,9.5907525e-7
-46.5,9.9098289e-7
-47,1.0232528e-6
-47.5,1.0558808e-6
-48,1.0888627e-6
-48.5,1.1221947e-6
-49,1.1558728e-6
-49.5,1.1898931e-6
-50,1.224252e-6

