Ptop TotalCurrent(iv_4.25_7) X,Ptop TotalCurrent(iv_4.25_7) Y
0,2.4596485e-19
0,5.7224386e-21
0,-1.2671397e-17
0,-1.9174138e-17
0,-2.4700746e-17
0,-2.9843486e-17
0,-3.4650301e-17
0,-3.9252854e-17
0,-4.3746694e-17
0,-4.8135274e-17
0,-5.2549647e-17
0,-5.707042e-17
0,-5.7076791e-17
-0.5,-5.6552147e-17
-1,-5.6133704e-17
-1.5,-5.5925461e-17
-2,-5.5844062e-17
-2.5,-5.5994954e-17
-3,-5.6403628e-17
-3.5,-5.7219316e-17
-4,-5.8562648e-17
-4.5,-6.0547196e-17
-5,-6.3017461e-17
-5.5,-6.5366811e-17
-6,-6.7040355e-17
-6.5,-6.7886641e-17
-7,-6.826655e-17
-7.5,-6.8291935e-17
-8,-6.804746e-17
-8.5,-6.772174e-17
-9,-6.7283234e-17
-9.5,-6.6703243e-17
-10,-6.5991286e-17
-10.5,-6.5175452e-17
-11,-6.4019455e-17
-11.5,-6.2052948e-17
-12,-5.7451874e-17
-12.5,-4.4626206e-17
-13,-5.531014e-18
-13.5,1.1541768e-16
-14,4.881854e-16
-14.5,1.6195904e-15
-15,4.9874945e-15
-15.5,1.4797819e-14
-16,4.2713371e-14
-16.5,1.201912e-13
-17,3.296118e-13
-17.5,8.8002466e-13
-18,2.2843127e-12
-18.5,5.7558056e-12
-19,1.4053224e-11
-19.5,3.317925e-11
-20,7.5560381e-11
-20.5,1.6547084e-10
-21,3.4714211e-10
-21.5,6.9459636e-10
-22,1.3194196e-9
-22.5,2.3698948e-9
-23,4.0161677e-9
-23.5,6.4239664e-9
-24,9.7282735e-9
-24.5,1.4018548e-8
-25,1.9338451e-8
-25.5,2.569501e-8
-26,3.30705e-8
-26.5,4.1432807e-8
-27,5.0742913e-8
-27.5,6.0959665e-8
-28,7.2042554e-8
-28.5,8.3953166e-8
-29,9.6655836e-8
-29.5,1.1011784e-7
-30,1.2430933e-7
-30.5,1.3920314e-7
-31,1.5477458e-7
-31.5,1.7100114e-7
-32,1.8786228e-7
-32.5,2.053392e-7
-33,2.234146e-7
-33.5,2.4207259e-7
-34,2.6129841e-7
-34.5,2.8107841e-7
-35,3.0139986e-7
-35.5,3.2225084e-7
-36,3.4362021e-7
-36.5,3.6549748e-7
-37,3.8787274e-7
-37.5,4.1073664e-7
-38,4.3408032e-7
-38.5,4.5789532e-7
-39,4.8217363e-7
-39.5,5.0690757e-7
-40,5.320898e-7
-40.5,5.5771329e-7
-41,5.837713e-7
-41.5,6.1025734e-7
-42,6.3716515e-7
-42.5,6.6448872e-7
-43,6.9222224e-7
-43.5,7.2036008e-7
-44,7.488968e-7
-44.5,7.7782714e-7
-45,8.0714598e-7
-45.5,8.3684837e-7
-46,8.669295e-7
-46.5,8.9738468e-7
-47,9.2820935e-7
-47.5,9.5939908e-7
-48,9.9094954e-7
-48.5,1.0228565e-6
-49,1.0551159e-6
-49.5,1.0877237e-6
-50,1.120676e-6

