Ptop TotalCurrent(iv_2.0_10) X,Ptop TotalCurrent(iv_2.0_10) Y
0,1.7856811e-19
0,-1.6053807e-21
0,-1.4931789e-17
0,-2.2633011e-17
0,-2.9214612e-17
0,-3.5281872e-17
0,-4.0957494e-17
0,-4.6348839e-17
0,-5.1583075e-17
0,-5.6797032e-17
0,-6.2153167e-17
0,-6.7886042e-17
0,-6.7885845e-17
-0.5,-6.725327e-17
-1,-6.6804083e-17
-1.5,-6.6544722e-17
-2,-6.6558361e-17
-2.5,-6.7028269e-17
-3,-6.8274135e-17
-3.5,-7.0700857e-17
-4,-7.4473143e-17
-4.5,-7.8814272e-17
-5,-8.2017172e-17
-5.5,-8.3437408e-17
-6,-8.3675971e-17
-6.5,-8.3303466e-17
-7,-8.2610655e-17
-7.5,-8.1726889e-17
-8,-8.0717797e-17
-8.5,-7.9600414e-17
-9,-7.8332025e-17
-9.5,-7.6649573e-17
-10,-7.3529512e-17
-10.5,-6.5202172e-17
-11,-3.8072278e-17
-11.5,5.5508812e-17
-12,3.7684088e-16
-12.5,1.4527129e-15
-13,4.942498e-15
-13.5,1.5883898e-14
-14,4.9006946e-14
-14.5,1.4576124e-13
-15,4.1829378e-13
-15.5,1.1580278e-12
-16,3.0912781e-12
-16.5,7.9510221e-12
-17,1.96857e-11
-17.5,4.6854377e-11
-18,1.0701262e-10
-18.5,2.3395343e-10
-19,4.8799646e-10
-19.5,9.6734802e-10
-20,1.8148443e-9
-20.5,3.2118221e-9
-21,5.3547485e-9
-21.5,8.4215782e-9
-22,1.2543658e-8
-22.5,1.779489e-8
-23,2.4197599e-8
-23.5,3.1736753e-8
-24,4.0374715e-8
-24.5,5.0062687e-8
-25,6.0748235e-8
-25.5,7.2379664e-8
-26,8.4908267e-8
-26.5,9.8289291e-8
-27,1.1248217e-7
-27.5,1.2745038e-7
-28,1.4316113e-7
-28.5,1.5958498e-7
-29,1.7669541e-7
-29.5,1.9446853e-7
-30,2.1288271e-7
-30.5,2.3191827e-7
-31,2.5155727e-7
-31.5,2.7178327e-7
-32,2.9258114e-7
-32.5,3.1393691e-7
-33,3.3583762e-7
-33.5,3.5827121e-7
-34,3.8122643e-7
-34.5,4.0469271e-7
-35,4.2866013e-7
-35.5,4.5311933e-7
-36,4.7806146e-7
-36.5,5.0347811e-7
-37,5.2936132e-7
-37.5,5.5570346e-7
-38,5.8249729e-7
-38.5,6.0973584e-7
-39,6.3741244e-7
-39.5,6.655207e-7
-40,6.9405445e-7
-40.5,7.2300774e-7
-41,7.5237486e-7
-41.5,7.8215025e-7
-42,8.1232855e-7
-42.5,8.4290457e-7
-43,8.7387327e-7
-43.5,9.0522975e-7
-44,9.3696926e-7
-44.5,9.6908717e-7
-45,1.001579e-6
-45.5,1.0344403e-6
-46,1.0676668e-6
-46.5,1.1012544e-6
-47,1.1351989e-6
-47.5,1.1694964e-6
-48,1.204143e-6
-48.5,1.2391349e-6
-49,1.2744682e-6
-49.5,1.3101395e-6
-50,1.346145e-6

