c(Ntop:Ntop)(cv_n197_ac_des) X,c(Ntop:Ntop)(cv_n197_ac_des) Y
-0.05,2.849355e-15
-0.14555556,2.8452081e-15
-0.32817284,2.8384679e-15
-0.67717476,2.8284686e-15
-1.1771748,2.8174212e-15
-1.6771748,2.8066655e-15
-2.1771748,2.7912101e-15
-2.6771748,2.7648302e-15
-3.1771748,2.7260104e-15
-3.6771748,2.6838302e-15
-4.1771748,2.6485476e-15
-4.6771748,2.6214835e-15
-5.1771748,2.5998495e-15
-5.6771748,2.5813179e-15
-6.1771748,2.5645532e-15
-6.6771748,2.5488089e-15
-7.1771748,2.5336231e-15
-7.6771748,2.5186569e-15
-8.1771748,2.5036042e-15
-8.6771748,2.488126e-15
-9.1771748,2.4717838e-15
-9.6771748,2.4539571e-15
-10.177175,2.4337584e-15
-10.677175,2.4100653e-15
-11.177175,2.3821221e-15
-11.677175,2.3514581e-15
-12.177175,2.3235987e-15
-12.677175,2.3041172e-15
-13.177175,2.2930949e-15
-13.677175,2.2873384e-15
-14.177175,2.2841978e-15
-14.677175,2.2822706e-15
-15.177175,2.2809164e-15
-15.677175,2.2798514e-15
-16.177175,2.278947e-15
-16.677175,2.278142e-15
-17.177175,2.2774054e-15
-17.677175,2.2767207e-15
-18.177175,2.2760785e-15
-18.677175,2.2754736e-15
-19.177175,2.2749035e-15
-19.677175,2.2743682e-15
-20.177175,2.2738692e-15
-20.677175,2.2734086e-15
-21.177175,2.2729877e-15
-21.677175,2.2726059e-15
-22.177175,2.2722603e-15
-22.677175,2.2719464e-15
-23.177175,2.2716593e-15
-23.677175,2.2713946e-15
-24.177175,2.2711485e-15
-24.677175,2.270918e-15
-25.177175,2.2707008e-15
-25.677175,2.270495e-15
-26.177175,2.2702993e-15
-26.677175,2.2701122e-15
-27.177175,2.269933e-15
-27.677175,2.2697606e-15
-28.177175,2.2695945e-15
-28.677175,2.2694341e-15
-29.177175,2.2692787e-15
-29.677175,2.269128e-15
-30.177175,2.2689815e-15
-30.677175,2.268839e-15
-31.177175,2.2687e-15
-31.677175,2.2685645e-15
-32.177175,2.268432e-15
-32.677175,2.2683024e-15
-33.177175,2.2681755e-15
-33.677175,2.2680512e-15
-34.177175,2.2679293e-15
-34.677175,2.2678096e-15
-35.177175,2.267692e-15
-35.677175,2.2675765e-15
-36.177175,2.2674629e-15
-36.677175,2.2673511e-15
-37.177175,2.2672411e-15
-37.677175,2.2671328e-15
-38.177175,2.2670261e-15
-38.677175,2.266921e-15
-39.177175,2.2668173e-15
-39.677175,2.2667151e-15
-40.177175,2.2666143e-15
-40.677175,2.2665149e-15
-41.177175,2.2664168e-15
-41.677175,2.26632e-15
-42.177175,2.2662245e-15
-42.677175,2.2661301e-15
-43.177175,2.266037e-15
-43.677175,2.2659451e-15
-44.177175,2.2658543e-15
-44.677175,2.2657646e-15
-45.177175,2.2656761e-15
-45.677175,2.2655886e-15
-46.177175,2.2655023e-15
-46.677175,2.2654169e-15
-47.177175,2.2653326e-15
-47.677175,2.2652494e-15
-48.177175,2.2651671e-15
-48.677175,2.2650859e-15
-49.177175,2.2650056e-15
-49.677175,2.2649263e-15
-50,2.2648756e-15

