Ptop TotalCurrent(iv_1.0_10) X,Ptop TotalCurrent(iv_1.0_10) Y
0,-7.1152691e-20
0,1.7622271e-20
0,-1.4805488e-17
0,-2.2338215e-17
0,-2.8871007e-17
0,-3.4925946e-17
0,-4.0610717e-17
0,-4.6047384e-17
0,-5.1218635e-17
0,-5.6401352e-17
0,-6.1711889e-17
0,-6.7386429e-17
0,-6.7379259e-17
-0.5,-6.6732345e-17
-1,-6.629615e-17
-1.5,-6.6037407e-17
-2,-6.605472e-17
-2.5,-6.6520787e-17
-3,-6.7773074e-17
-3.5,-7.0218516e-17
-4,-7.4006221e-17
-4.5,-7.8353314e-17
-5,-8.1558099e-17
-5.5,-8.2980375e-17
-6,-8.3205147e-17
-6.5,-8.2850194e-17
-7,-8.2144444e-17
-7.5,-8.1278048e-17
-8,-8.0278248e-17
-8.5,-7.9167703e-17
-9,-7.7925809e-17
-9.5,-7.6239172e-17
-10,-7.3065908e-17
-10.5,-6.4444017e-17
-11,-3.6238939e-17
-11.5,6.1154314e-17
-12,3.9543895e-16
-12.5,1.513797e-15
-13,5.1382091e-15
-13.5,1.6490985e-14
-14,5.0825833e-14
-14.5,1.5101861e-13
-15,4.3294211e-13
-15.5,1.1973416e-12
-16,3.1928256e-12
-16.5,8.2031931e-12
-17,2.028687e-11
-17.5,4.8227488e-11
-18,1.1000887e-10
-18.5,2.4017509e-10
-19,5.0022665e-10
-19.5,9.8996928e-10
-20,1.8539839e-9
-20.5,3.2749312e-9
-21,5.4495861e-9
-21.5,8.5550073e-9
-22,1.2720815e-8
-22.5,1.8018981e-8
-23,2.4470169e-8
-23.5,3.2058146e-8
-24,4.0744507e-8
-24.5,5.0480019e-8
-25,6.121203e-8
-25.5,7.2888764e-8
-26,8.5461515e-8
-26.5,9.888557e-8
-27,1.1312042e-7
-27.5,1.2812962e-7
-28,1.4388044e-7
-28.5,1.603435e-7
-29,1.7749236e-7
-29.5,1.9530318e-7
-30,2.1375437e-7
-30.5,2.3282631e-7
-31,2.525011e-7
-31.5,2.7276233e-7
-32,2.9359491e-7
-32.5,3.1498489e-7
-33,3.3691936e-7
-33.5,3.5938626e-7
-34,3.8237437e-7
-34.5,4.0587314e-7
-35,4.2987266e-7
-35.5,4.543636e-7
-36,4.7933712e-7
-36.5,5.0478482e-7
-37,5.3069874e-7
-37.5,5.570713e-7
-38,5.8389522e-7
-38.5,6.1116357e-7
-39,6.388697e-7
-39.5,6.670072e-7
-40,6.9556991e-7
-40.5,7.2455192e-7
-41,7.5394748e-7
-41.5,7.8375108e-7
-42,8.1395734e-7
-42.5,8.4456108e-7
-43,8.7555727e-7
-43.5,9.0694102e-7
-44,9.3870757e-7
-44.5,9.7085231e-7
-45,1.0033707e-6
-45.5,1.0362585e-6
-46,1.0695112e-6
-46.5,1.1031248e-6
-47,1.1370951e-6
-47.5,1.1714183e-6
-48,1.2060903e-6
-48.5,1.2411074e-6
-49,1.2764659e-6
-49.5,1.312162e-6
-50,1.3481923e-6

