c(Ntop:Ntop)(cv_ac_0.0_9_ac_des) X,c(Ntop:Ntop)(cv_ac_0.0_9_ac_des) Y
-0.05,2.8421837e-15
-0.14555556,2.838031e-15
-0.32817284,2.8312738e-15
-0.67717476,2.8211994e-15
-1.1771748,2.8097935e-15
-1.6771748,2.7978308e-15
-2.1771748,2.7789542e-15
-2.6771748,2.7450631e-15
-3.1771748,2.6958595e-15
-3.6771748,2.6463266e-15
-4.1771748,2.6082983e-15
-4.6771748,2.5804507e-15
-5.1771748,2.5584209e-15
-5.6771748,2.5393854e-15
-6.1771748,2.5217903e-15
-6.6771748,2.504663e-15
-7.1771748,2.4872053e-15
-7.6771748,2.4685455e-15
-8.1771748,2.4475347e-15
-8.6771748,2.4226257e-15
-9.1771748,2.39231e-15
-9.6771748,2.3574652e-15
-10.177175,2.3248578e-15
-10.677175,2.302658e-15
-11.177175,2.2911018e-15
-11.677175,2.2856694e-15
-12.177175,2.2829686e-15
-12.677175,2.2814048e-15
-13.177175,2.2803273e-15
-13.677175,2.2794755e-15
-14.177175,2.2787417e-15
-14.677175,2.2780787e-15
-15.177175,2.2774642e-15
-15.677175,2.2768864e-15
-16.177175,2.276339e-15
-16.677175,2.2758177e-15
-17.177175,2.2753199e-15
-17.677175,2.2748441e-15
-18.177175,2.2743896e-15
-18.677175,2.2739565e-15
-19.177175,2.2735461e-15
-19.677175,2.2731609e-15
-20.177175,2.2728035e-15
-20.677175,2.2724761e-15
-21.177175,2.2721793e-15
-21.677175,2.2719115e-15
-22.177175,2.2716697e-15
-22.677175,2.27145e-15
-23.177175,2.2712488e-15
-23.677175,2.2710629e-15
-24.177175,2.27089e-15
-24.677175,2.2707279e-15
-25.177175,2.2705752e-15
-25.677175,2.2704306e-15
-26.177175,2.2702931e-15
-26.677175,2.2701619e-15
-27.177175,2.2700362e-15
-27.677175,2.2699156e-15
-28.177175,2.2697994e-15
-28.677175,2.2696872e-15
-29.177175,2.2695788e-15
-29.677175,2.2694737e-15
-30.177175,2.2693717e-15
-30.677175,2.2692725e-15
-31.177175,2.2691759e-15
-31.677175,2.2690817e-15
-32.177175,2.2689897e-15
-32.677175,2.2688998e-15
-33.177175,2.2688119e-15
-33.677175,2.2687257e-15
-34.177175,2.2686412e-15
-34.677175,2.2685584e-15
-35.177175,2.268477e-15
-35.677175,2.268397e-15
-36.177175,2.2683184e-15
-36.677175,2.268241e-15
-37.177175,2.2681648e-15
-37.677175,2.2680898e-15
-38.177175,2.2680159e-15
-38.677175,2.267943e-15
-39.177175,2.2678711e-15
-39.677175,2.2678002e-15
-40.177175,2.2677303e-15
-40.677175,2.2676612e-15
-41.177175,2.267593e-15
-41.677175,2.2675256e-15
-42.177175,2.2674591e-15
-42.677175,2.2673933e-15
-43.177175,2.2673283e-15
-43.677175,2.267264e-15
-44.177175,2.2672004e-15
-44.677175,2.2671376e-15
-45.177175,2.2670754e-15
-45.677175,2.2670139e-15
-46.177175,2.266953e-15
-46.677175,2.2668928e-15
-47.177175,2.2668332e-15
-47.677175,2.2667742e-15
-48.177175,2.2667159e-15
-48.677175,2.2666581e-15
-49.177175,2.2666008e-15
-49.677175,2.2665442e-15
-50,2.2665079e-15

