Ptop TotalCurrent(iv_0.5_7) X,Ptop TotalCurrent(iv_0.5_7) Y
0,8.5609601e-20
0,-2.3151843e-22
0,-1.3858702e-17
0,-2.1015252e-17
0,-2.716584e-17
0,-3.2875455e-17
0,-3.8275536e-17
0,-4.3383848e-17
0,-4.8251091e-17
0,-5.2997047e-17
0,-5.7745919e-17
0,-6.2638143e-17
0,-6.2639024e-17
-0.5,-6.2073266e-17
-1,-6.1673601e-17
-1.5,-6.1432777e-17
-2,-6.137725e-17
-2.5,-6.1558027e-17
-3,-6.2086618e-17
-3.5,-6.3111246e-17
-4,-6.4811334e-17
-4.5,-6.7246752e-17
-5,-7.010189e-17
-5.5,-7.2540414e-17
-6,-7.4068366e-17
-6.5,-7.4815233e-17
-7,-7.5058542e-17
-7.5,-7.5011185e-17
-8,-7.4761949e-17
-8.5,-7.4372472e-17
-9,-7.3851037e-17
-9.5,-7.3208541e-17
-10,-7.2402911e-17
-10.5,-7.1282176e-17
-11,-6.9289578e-17
-11.5,-6.4473003e-17
-12,-5.008044e-17
-12.5,-3.0274224e-18
-13,1.5426077e-16
-13.5,6.778307e-16
-14,2.3942217e-15
-14.5,7.9024713e-15
-15,2.5119241e-14
-15.5,7.7298953e-14
-16,2.3013335e-13
-16.5,6.6177672e-13
-17,1.8352972e-12
-17.5,4.9020088e-12
-18,1.2592847e-11
-18.5,3.1065528e-11
-19,7.3448546e-11
-19.5,1.6600138e-10
-20,3.5743547e-10
-20.5,7.3022003e-10
-21,1.4092019e-9
-21.5,2.5595187e-9
-22,4.3677908e-9
-22.5,7.0107865e-9
-23,1.0626135e-8
-23.5,1.5298225e-8
-24,2.106095e-8
-24.5,2.7910013e-8
-25,3.5816902e-8
-25.5,4.4740219e-8
-26,5.4633377e-8
-26.5,6.5449237e-8
-27,7.7142606e-8
-27.5,8.9671424e-8
-28,1.0299717e-7
-28.5,1.1708487e-7
-29,1.3190286e-7
-29.5,1.4742253e-7
-30,1.6361798e-7
-30.5,1.8046571e-7
-31,1.9794434e-7
-31.5,2.1603433e-7
-32,2.3471781e-7
-32.5,2.5397832e-7
-33,2.7380067e-7
-33.5,2.9417082e-7
-34,3.1507569e-7
-34.5,3.3650309e-7
-35,3.5844164e-7
-35.5,3.8088065e-7
-36,4.0381007e-7
-36.5,4.2722042e-7
-37,4.5110274e-7
-37.5,4.7544853e-7
-38,5.0024973e-7
-38.5,5.2549866e-7
-39,5.5118801e-7
-39.5,5.7731077e-7
-40,6.0386025e-7
-40.5,6.3083003e-7
-41,6.5821395e-7
-41.5,6.8600608e-7
-42,7.1420071e-7
-42.5,7.4279235e-7
-43,7.7177566e-7
-43.5,8.0114551e-7
-44,8.3089693e-7
-44.5,8.6102511e-7
-45,8.9152535e-7
-45.5,9.2239314e-7
-46,9.5362406e-7
-46.5,9.8521382e-7
-47,1.0171583e-6
-47.5,1.0494533e-6
-48,1.082095e-6
-48.5,1.1150794e-6
-49,1.1484029e-6
-49.5,1.1820617e-6
-50,1.2160522e-6

