Ptop TotalCurrent(iv_0.5_8) X,Ptop TotalCurrent(iv_0.5_8) Y
0,7.6478688e-20
0,2.3211021e-21
0,-1.3927877e-17
0,-2.1110026e-17
0,-2.7320321e-17
0,-3.3084775e-17
0,-3.8540345e-17
0,-4.3724315e-17
0,-4.8682382e-17
0,-5.3547505e-17
0,-5.8461837e-17
0,-6.3589719e-17
0,-6.3587891e-17
-0.5,-6.2995505e-17
-1,-6.2575079e-17
-1.5,-6.2328142e-17
-2,-6.2292831e-17
-2.5,-6.2559914e-17
-3,-6.3299044e-17
-3.5,-6.4735529e-17
-4,-6.7076076e-17
-4.5,-7.0241567e-17
-5,-7.3430443e-17
-5.5,-7.5633935e-17
-6,-7.669063e-17
-6.5,-7.6997525e-17
-7,-7.6881862e-17
-7.5,-7.6509356e-17
-8,-7.5958432e-17
-8.5,-7.526626e-17
-9,-7.4447733e-17
-9.5,-7.347649e-17
-10,-7.2236632e-17
-10.5,-7.0276085e-17
-11,-6.5964189e-17
-11.5,-5.359833e-17
-12,-1.3242442e-17
-12.5,1.2323182e-16
-13,5.8390742e-16
-13.5,2.111501e-15
-14,7.0464985e-15
-14.5,2.2502247e-14
-15,6.9292719e-14
-15.5,2.0598248e-13
-16,5.908366e-13
-16.5,1.6340468e-12
-17,4.3534455e-12
-17.5,1.1161407e-11
-18,2.750151e-11
-18.5,6.5013524e-11
-19,1.4711654e-10
-19.5,3.1768956e-10
-20,6.5217826e-10
-20.5,1.2673613e-9
-21,2.3223451e-9
-21.5,4.0036448e-9
-22,6.4956328e-9
-22.5,9.9490936e-9
-23,1.4462629e-8
-23.5,2.0081687e-8
-24,2.6809456e-8
-24.5,3.4621178e-8
-25,4.3476551e-8
-25.5,5.3328471e-8
-26,6.4128442e-8
-26.5,7.5829581e-8
-27,8.8388077e-8
-27.5,1.0176375e-7
-28,1.1592011e-7
-28.5,1.3082418e-7
-29,1.4644618e-7
-29.5,1.627592e-7
-30,1.7973887e-7
-30.5,1.9736306e-7
-31,2.1561161e-7
-31.5,2.3446606e-7
-32,2.539095e-7
-32.5,2.739263e-7
-33,2.9450204e-7
-33.5,3.1562333e-7
-34,3.372777e-7
-34.5,3.5945349e-7
-35,3.8213978e-7
-35.5,4.0532632e-7
-36,4.2900343e-7
-36.5,4.5316196e-7
-37,4.7779326e-7
-37.5,5.028891e-7
-38,5.2844166e-7
-38.5,5.5444348e-7
-39,5.8088742e-7
-39.5,6.0776665e-7
-40,6.3507462e-7
-40.5,6.6280505e-7
-41,6.9095187e-7
-41.5,7.1950926e-7
-42,7.4847159e-7
-42.5,7.7783341e-7
-43,8.0758947e-7
-43.5,8.3773467e-7
-44,8.6826408e-7
-44.5,8.9917288e-7
-45,9.3045643e-7
-45.5,9.621102e-7
-46,9.9412978e-7
-46.5,1.0265109e-6
-47,1.0592493e-6
-47.5,1.0923409e-6
-48,1.1257818e-6
-48.5,1.1595681e-6
-49,1.1936959e-6
-49.5,1.2281615e-6
-50,1.2629613e-6

