c(Ntop:Ntop)(cv_ac_4.25_9_ac_des) X,c(Ntop:Ntop)(cv_ac_4.25_9_ac_des) Y
-0.05,7.8723887e-16
-0.14555556,7.8308841e-16
-0.32817284,7.7633776e-16
-0.67717476,7.662924e-16
-1.1771748,7.5502605e-16
-1.6771748,7.4353679e-16
-2.1771748,7.2601952e-16
-2.6771748,6.9520694e-16
-3.1771748,6.5062463e-16
-3.6771748,6.0533204e-16
-4.1771748,5.7054804e-16
-4.6771748,5.4568549e-16
-5.1771748,5.2684356e-16
-5.6771748,5.1139532e-16
-6.1771748,4.9795159e-16
-6.6771748,4.8577078e-16
-7.1771748,4.7442111e-16
-7.6771748,4.6362379e-16
-8.1771748,4.5318063e-16
-8.6771748,4.4293855e-16
-9.1771748,4.3277112e-16
-9.6771748,4.2256997e-16
-10.177175,4.1224423e-16
-10.677175,4.017285e-16
-11.177175,3.910007e-16
-11.677175,3.8010884e-16
-12.177175,3.6919905e-16
-12.677175,3.5852658e-16
-13.177175,3.4842577e-16
-13.677175,3.3923219e-16
-14.177175,3.3118822e-16
-14.677175,3.2438559e-16
-15.177175,3.1877225e-16
-15.677175,3.1420384e-16
-16.177175,3.1050144e-16
-16.677175,3.0749181e-16
-17.177175,3.0502663e-16
-17.677175,3.029875e-16
-18.177175,3.0128387e-16
-18.677175,2.998486e-16
-19.177175,2.9863358e-16
-19.677175,2.9760579e-16
-20.177175,2.967433e-16
-20.677175,2.9603063e-16
-21.177175,2.9545371e-16
-21.677175,2.9499594e-16
-22.177175,2.9463756e-16
-22.677175,2.9435777e-16
-23.177175,2.9413768e-16
-23.677175,2.9396201e-16
-24.177175,2.9381937e-16
-24.677175,2.9370159e-16
-25.177175,2.9360295e-16
-25.677175,2.935194e-16
-26.177175,2.9344805e-16
-26.677175,2.9338677e-16
-27.177175,2.9333396e-16
-27.677175,2.9328838e-16
-28.177175,2.9324906e-16
-28.677175,2.932152e-16
-29.177175,2.9318614e-16
-29.677175,2.9316132e-16
-30.177175,2.9314029e-16
-30.677175,2.9312264e-16
-31.177175,2.9310801e-16
-31.677175,2.9309611e-16
-32.177175,2.9308665e-16
-32.677175,2.9307942e-16
-33.177175,2.9307418e-16
-33.677175,2.9307077e-16
-34.177175,2.93069e-16
-34.677175,2.9306873e-16
-35.177175,2.9306982e-16
-35.677175,2.9307215e-16
-36.177175,2.9307562e-16
-36.677175,2.9308013e-16
-37.177175,2.9308558e-16
-37.677175,2.930919e-16
-38.177175,2.9309901e-16
-38.677175,2.9310685e-16
-39.177175,2.9311537e-16
-39.677175,2.9312449e-16
-40.177175,2.9313419e-16
-40.677175,2.931444e-16
-41.177175,2.931551e-16
-41.677175,2.9316624e-16
-42.177175,2.931778e-16
-42.677175,2.9318973e-16
-43.177175,2.9320201e-16
-43.677175,2.9321461e-16
-44.177175,2.9322752e-16
-44.677175,2.9324071e-16
-45.177175,2.9325415e-16
-45.677175,2.9326784e-16
-46.177175,2.9328174e-16
-46.677175,2.9329585e-16
-47.177175,2.9331016e-16
-47.677175,2.9332464e-16
-48.177175,2.9333928e-16
-48.677175,2.9335408e-16
-49.177175,2.9336902e-16
-49.677175,2.9338409e-16
-50,2.9339388e-16

