Ptop TotalCurrent(iv_4.25_8) X,Ptop TotalCurrent(iv_4.25_8) Y
0,1.9262916e-19
0,-7.5570397e-23
0,-1.3700595e-17
0,-2.0774904e-17
0,-2.6843087e-17
0,-3.2409224e-17
0,-3.7641543e-17
0,-4.2638723e-17
0,-4.747681e-17
0,-5.2234151e-17
0,-5.7009892e-17
0,-6.1955834e-17
0,-6.1954965e-17
-0.5,-6.1373177e-17
-1,-6.0967395e-17
-1.5,-6.0721424e-17
-2,-6.0673769e-17
-2.5,-6.0898139e-17
-3,-6.153648e-17
-3.5,-6.2774439e-17
-4,-6.4795074e-17
-4.5,-6.7588987e-17
-5,-7.0596278e-17
-5.5,-7.2862811e-17
-6,-7.4064106e-17
-6.5,-7.4489333e-17
-7,-7.4457749e-17
-7.5,-7.4149829e-17
-8,-7.3660138e-17
-8.5,-7.3034069e-17
-9,-7.2284157e-17
-9.5,-7.1413346e-17
-10,-7.0376282e-17
-10.5,-6.895866e-17
-11,-6.6471449e-17
-11.5,-6.0508485e-17
-12,-4.3213049e-17
-12.5,1.1069191e-17
-13,1.8400209e-16
-13.5,7.2990041e-16
-14,2.4219228e-15
-14.5,7.5512702e-15
-15,2.2725036e-14
-15.5,6.6450957e-14
-16,1.889966e-13
-16.5,5.2247785e-13
-17,1.4021781e-12
-17.5,3.647676e-12
-18,9.1830468e-12
-18.5,2.2330526e-11
-19,5.2335364e-11
-19.5,1.1789917e-10
-20,2.5445202e-10
-20.5,5.2401372e-10
-21,1.0251329e-9
-21.5,1.8969822e-9
-22,3.3104336e-9
-22.5,5.444319e-9
-23,8.4555461e-9
-23.5,1.2457051e-8
-24,1.7511424e-8
-24.5,2.3637676e-8
-25,3.0823712e-8
-25.5,3.9038535e-8
-26,4.8241552e-8
-26.5,5.8388698e-8
-27,6.9436065e-8
-27.5,8.1341838e-8
-28,9.4067179e-8
-28.5,1.0757652e-7
-29,1.2183751e-7
-29.5,1.3682083e-7
-30,1.5249991e-7
-30.5,1.6885061e-7
-31,1.8585102e-7
-31.5,2.034811e-7
-32,2.2172253e-7
-32.5,2.4055846e-7
-33,2.5997336e-7
-33.5,2.7995284e-7
-34,3.0048354e-7
-34.5,3.21553e-7
-35,3.4314957e-7
-35.5,3.6526232e-7
-36,3.8788094e-7
-36.5,4.1099574e-7
-37,4.3459753e-7
-37.5,4.5867758e-7
-38,4.8322762e-7
-38.5,5.0823975e-7
-39,5.3370643e-7
-39.5,5.5962046e-7
-40,5.8597492e-7
-40.5,6.1276319e-7
-41,6.3997889e-7
-41.5,6.6761588e-7
-42,6.9566825e-7
-42.5,7.2413029e-7
-43,7.5299648e-7
-43.5,7.8226147e-7
-44,8.1192008e-7
-44.5,8.4196731e-7
-45,8.7239828e-7
-45.5,9.0320826e-7
-46,9.3439264e-7
-46.5,9.6594694e-7
-47,9.9786679e-7
-47.5,1.030148e-6
-48,1.0627863e-6
-48.5,1.0957777e-6
-49,1.1291183e-6
-49.5,1.1628041e-6
-50,1.1968315e-6

