c(Ntop:Ntop)(cv_ac_0.5_10_ac_des) X,c(Ntop:Ntop)(cv_ac_0.5_10_ac_des) Y
-0.05,1.1824736e-15
-0.14555556,1.1783162e-15
-0.32817284,1.1715448e-15
-0.67717476,1.1614079e-15
-1.1771748,1.1497014e-15
-1.6771748,1.1367052e-15
-2.1771748,1.1147979e-15
-2.6771748,1.0740657e-15
-3.1771748,1.015637e-15
-3.6771748,9.6008369e-16
-4.1771748,9.1968128e-16
-4.6771748,8.9048019e-16
-5.1771748,8.6679022e-16
-5.6771748,8.4514075e-16
-6.1771748,8.2325623e-16
-6.6771748,7.9902986e-16
-7.1771748,7.7008019e-16
-7.6771748,7.3483831e-16
-8.1771748,6.9724382e-16
-8.6771748,6.6838459e-16
-9.1771748,6.5314646e-16
-9.6771748,6.4660013e-16
-10.177175,6.4376755e-16
-10.677175,6.4233313e-16
-11.177175,6.4143155e-16
-11.677175,6.4075136e-16
-12.177175,6.4017675e-16
-12.677175,6.396617e-16
-13.177175,6.3918621e-16
-13.677175,6.387406e-16
-14.177175,6.3831959e-16
-14.677175,6.3792e-16
-15.177175,6.3753971e-16
-15.677175,6.3717723e-16
-16.177175,6.3683149e-16
-16.677175,6.3650179e-16
-17.177175,6.3618778e-16
-17.677175,6.3588962e-16
-18.177175,6.3560812e-16
-18.677175,6.3534493e-16
-19.177175,6.3510256e-16
-19.677175,6.3488406e-16
-20.177175,6.3469211e-16
-20.677175,6.3452779e-16
-21.177175,6.3438995e-16
-21.677175,6.3427543e-16
-22.177175,6.3418014e-16
-22.677175,6.3410004e-16
-23.177175,6.3403178e-16
-23.677175,6.3397277e-16
-24.177175,6.3392107e-16
-24.677175,6.338753e-16
-25.177175,6.3383441e-16
-25.677175,6.337976e-16
-26.177175,6.3376427e-16
-26.677175,6.3373394e-16
-27.177175,6.3370619e-16
-27.677175,6.3368071e-16
-28.177175,6.3365721e-16
-28.677175,6.3363547e-16
-29.177175,6.3361528e-16
-29.677175,6.3359647e-16
-30.177175,6.3357888e-16
-30.677175,6.3356237e-16
-31.177175,6.3354684e-16
-31.677175,6.3353217e-16
-32.177175,6.3351828e-16
-32.677175,6.3350507e-16
-33.177175,6.3349249e-16
-33.677175,6.3348045e-16
-34.177175,6.3346891e-16
-34.677175,6.3345781e-16
-35.177175,6.334471e-16
-35.677175,6.3343674e-16
-36.177175,6.3342669e-16
-36.677175,6.3341693e-16
-37.177175,6.334074e-16
-37.677175,6.333981e-16
-38.177175,6.3338899e-16
-38.677175,6.3338005e-16
-39.177175,6.3337127e-16
-39.677175,6.3336261e-16
-40.177175,6.3335407e-16
-40.677175,6.3334563e-16
-41.177175,6.3333727e-16
-41.677175,6.3332899e-16
-42.177175,6.3332077e-16
-42.677175,6.3331261e-16
-43.177175,6.3330449e-16
-43.677175,6.332964e-16
-44.177175,6.3328834e-16
-44.677175,6.332803e-16
-45.177175,6.3327228e-16
-45.677175,6.3326427e-16
-46.177175,6.3325626e-16
-46.677175,6.3324826e-16
-47.177175,6.3324025e-16
-47.677175,6.3323223e-16
-48.177175,6.3322421e-16
-48.677175,6.3321617e-16
-49.177175,6.3320813e-16
-49.677175,6.3320006e-16
-50,6.3319485e-16

