Ntop TotalCurrent(iv_2.0_10) X,Ntop TotalCurrent(iv_2.0_10) Y
0,-4.4923263e-18
0,-3.5339855e-19
0,1.5028416e-16
0,2.1588754e-16
0,2.6850049e-16
0,3.149622e-16
0,3.5853652e-16
0,3.9909417e-16
0,4.3741851e-16
0,4.7397986e-16
0,5.0902676e-16
0,5.4397703e-16
0,5.4275048e-16
-0.5,6.9471233e-16
-1,8.2442997e-16
-1.5,9.3826485e-16
-2,1.032138e-15
-2.5,1.1036504e-15
-3,1.171152e-15
-3.5,1.2142316e-15
-4,1.2579249e-15
-4.5,1.292452e-15
-5,1.3192032e-15
-5.5,1.3274007e-15
-6,1.3369664e-15
-6.5,1.3317103e-15
-7,1.3531241e-15
-7.5,1.34712e-15
-8,1.3628822e-15
-8.5,1.3684561e-15
-9,1.3633261e-15
-9.5,1.3600195e-15
-10,1.3677219e-15
-10.5,1.3919684e-15
-11,1.370336e-15
-11.5,1.3733034e-15
-12,1.3739654e-15
-12.5,1.3654213e-15
-13,1.3672207e-15
-13.5,1.3911275e-15
-14,1.3449957e-15
-14.5,1.379692e-15
-15,1.383814e-15
-15.5,1.3233053e-15
-16,1.3584268e-15
-16.5,1.3802267e-15
-17,1.3374135e-15
-17.5,1.3383333e-15
-18,1.3193642e-15
-18.5,1.2239194e-15
-19,1.1599991e-15
-19.5,1.0237236e-15
-20,8.717682e-16
-20.5,7.7620145e-16
-21,6.6867668e-16
-21.5,5.8477503e-16
-22,4.9895655e-16
-22.5,4.4012868e-16
-23,3.9002939e-16
-23.5,3.7777136e-16
-24,2.8887262e-16
-24.5,2.7811029e-16
-25,2.2423596e-16
-25.5,2.5930374e-16
-26,2.1422848e-16
-26.5,2.3077231e-16
-27,3.471334e-17
-27.5,5.2982787e-17
-28,6.1708067e-17
-28.5,1.4514066e-16
-29,1.094776e-16
-29.5,1.2123141e-16
-30,1.793373e-16
-30.5,7.3590901e-17
-31,1.1715129e-16
-31.5,1.1442589e-16
-32,9.8039272e-17
-32.5,9.7323151e-17
-33,1.0612999e-16
-33.5,1.070409e-16
-34,1.3078113e-16
-34.5,5.8470189e-17
-35,8.1186025e-17
-35.5,1.1952577e-16
-36,5.9552038e-17
-36.5,1.0707001e-16
-37,7.5172841e-17
-37.5,6.5658869e-17
-38,9.1835792e-17
-38.5,1.1604731e-16
-39,8.6674338e-17
-39.5,6.4677177e-17
-40,7.5341518e-17
-40.5,8.9424039e-17
-41,9.6682974e-17
-41.5,8.7701482e-17
-42,5.9974352e-17
-42.5,9.0694312e-17
-43,8.4555908e-17
-43.5,1.0321831e-16
-44,5.9500266e-17
-44.5,6.0636296e-17
-45,9.2885432e-17
-45.5,6.5798313e-17
-46,6.6898077e-17
-46.5,7.1969482e-17
-47,5.295144e-17
-47.5,6.3917609e-17
-48,6.3619795e-17
-48.5,7.8836414e-17
-49,8.7876537e-17
-49.5,6.090482e-17
-50,7.763689e-17

