Ntop TotalCurrent(iv_0.0_10) X,Ntop TotalCurrent(iv_0.0_10) Y
0,-4.4221317e-18
0,-7.5446339e-20
0,1.4978867e-16
0,2.1539015e-16
0,2.679703e-16
0,3.1527387e-16
0,3.5828735e-16
0,3.9772518e-16
0,4.3613174e-16
0,4.7312544e-16
0,5.0871367e-16
0,5.4254151e-16
0,5.4362787e-16
-0.5,6.9403224e-16
-1,8.2708863e-16
-1.5,9.3695182e-16
-2,1.0334139e-15
-2.5,1.1080326e-15
-3,1.1694073e-15
-3.5,1.2299524e-15
-4,1.2664e-15
-4.5,1.2951167e-15
-5,1.317877e-15
-5.5,1.3228461e-15
-6,1.3461031e-15
-6.5,1.335826e-15
-7,1.3322829e-15
-7.5,1.3662997e-15
-8,1.3596258e-15
-8.5,1.3450891e-15
-9,1.3618218e-15
-9.5,1.3791168e-15
-10,1.3729149e-15
-10.5,1.374721e-15
-11,1.3844734e-15
-11.5,1.3674069e-15
-12,1.3742382e-15
-12.5,1.3658299e-15
-13,1.3666171e-15
-13.5,1.3353349e-15
-14,1.3857469e-15
-14.5,1.3966481e-15
-15,1.36335e-15
-15.5,1.3844335e-15
-16,1.3390191e-15
-16.5,1.3431174e-15
-17,1.348409e-15
-17.5,1.324112e-15
-18,1.2785422e-15
-18.5,1.2165087e-15
-19,1.1153704e-15
-19.5,9.7580004e-16
-20,8.1673357e-16
-20.5,7.1056029e-16
-21,6.1601169e-16
-21.5,5.2228254e-16
-22,4.5764991e-16
-22.5,3.5115795e-16
-23,3.384419e-16
-23.5,3.0867e-16
-24,2.6805693e-16
-24.5,2.2181059e-16
-25,1.9533486e-16
-25.5,1.8971498e-16
-26,1.9877368e-16
-26.5,2.533919e-16
-27,3.5325728e-17
-27.5,2.9035017e-17
-28,1.0596172e-16
-28.5,9.2917233e-17
-29,1.0987733e-16
-29.5,6.8523097e-17
-30,5.3229216e-17
-30.5,6.5075799e-17
-31,8.2010207e-17
-31.5,7.256546e-17
-32,1.031617e-16
-32.5,1.1344824e-16
-33,6.3256289e-17
-33.5,6.4112548e-17
-34,9.2532095e-17
-34.5,8.5193532e-17
-35,8.725833e-17
-35.5,3.6915847e-17
-36,6.2680532e-17
-36.5,5.5315352e-17
-37,8.4142538e-17
-37.5,5.0588226e-17
-38,5.2371255e-17
-38.5,8.442807e-17
-39,7.3609455e-17
-39.5,6.3208134e-17
-40,5.9005635e-17
-40.5,5.7297217e-17
-41,3.1394491e-17
-41.5,5.7756334e-17
-42,7.905953e-17
-42.5,6.4944013e-17
-43,7.1431759e-17
-43.5,6.0509178e-17
-44,5.8950534e-17
-44.5,6.1568098e-17
-45,4.499847e-17
-45.5,6.9362676e-17
-46,8.8694683e-17
-46.5,5.8941559e-17
-47,5.4338144e-17
-47.5,4.6160824e-17
-48,4.4194653e-17
-48.5,5.6308457e-17
-49,6.9235077e-17
-49.5,5.6473439e-17
-50,3.6099495e-17

