Ntop TotalCurrent(iv_0.0_8) X,Ntop TotalCurrent(iv_0.0_8) Y
0,-4.3927708e-18
0,-6.1482186e-19
0,1.4940128e-16
0,2.1476946e-16
0,2.6717425e-16
0,3.1447989e-16
0,3.578376e-16
0,3.9567061e-16
0,4.3556149e-16
0,4.7126588e-16
0,5.0584673e-16
0,5.3936002e-16
0,5.3941292e-16
-0.5,6.9136998e-16
-1,8.222741e-16
-1.5,9.354914e-16
-2,1.0248368e-15
-2.5,1.1004245e-15
-3,1.1603381e-15
-3.5,1.2075025e-15
-4,1.2477536e-15
-4.5,1.2724074e-15
-5,1.299191e-15
-5.5,1.3179083e-15
-6,1.3155088e-15
-6.5,1.3400805e-15
-7,1.3387098e-15
-7.5,1.3510823e-15
-8,1.3524566e-15
-8.5,1.3625385e-15
-9,1.3460347e-15
-9.5,1.3671655e-15
-10,1.344274e-15
-10.5,1.3643141e-15
-11,1.3703881e-15
-11.5,1.3675184e-15
-12,1.3614906e-15
-12.5,1.359076e-15
-13,1.3888616e-15
-13.5,1.3844885e-15
-14,1.3732481e-15
-14.5,1.348793e-15
-15,1.3897349e-15
-15.5,1.3597127e-15
-16,1.3804532e-15
-16.5,1.3556165e-15
-17,1.4045157e-15
-17.5,1.3682573e-15
-18,1.331901e-15
-18.5,1.3242055e-15
-19,1.2805655e-15
-19.5,1.208331e-15
-20,1.0982348e-15
-20.5,9.8537045e-16
-21,8.6794375e-16
-21.5,7.9316393e-16
-22,7.0714859e-16
-22.5,6.0155058e-16
-23,5.6756256e-16
-23.5,4.8525282e-16
-24,4.5685953e-16
-24.5,4.5013181e-16
-25,3.6849726e-16
-25.5,4.016354e-16
-26,3.4279362e-16
-26.5,3.1484153e-16
-27,2.9153663e-16
-27.5,2.7739139e-16
-28,9.8042466e-17
-28.5,1.3601785e-16
-29,1.7310833e-16
-29.5,2.2438223e-16
-30,1.5782668e-16
-30.5,1.6997373e-16
-31,2.006918e-16
-31.5,1.9832367e-16
-32,2.2694932e-16
-32.5,1.3852827e-16
-33,1.8061689e-16
-33.5,1.7726236e-16
-34,1.3363154e-16
-34.5,1.6953956e-16
-35,1.5675738e-16
-35.5,1.1752247e-16
-36,1.5357358e-16
-36.5,1.4521542e-16
-37,1.2665916e-16
-37.5,1.4313999e-16
-38,8.9973749e-17
-38.5,1.2210168e-16
-39,1.4186149e-16
-39.5,1.1427924e-16
-40,8.3637312e-17
-40.5,1.5280093e-16
-41,1.0204239e-16
-41.5,1.0900576e-16
-42,1.3564104e-16
-42.5,1.197718e-16
-43,9.8767728e-17
-43.5,1.0806267e-16
-44,8.5185832e-17
-44.5,9.705455e-17
-45,7.3001403e-17
-45.5,1.099812e-16
-46,1.0055143e-16
-46.5,9.0646022e-17
-47,9.2389416e-17
-47.5,8.6617022e-17
-48,1.1455651e-16
-48.5,8.1202117e-17
-49,7.3372337e-17
-49.5,9.3577903e-17
-50,8.4649074e-17

