Ntop TotalCurrent(iv_1.0_10) X,Ntop TotalCurrent(iv_1.0_10) Y
0,-4.2856355e-18
0,8.995457e-20
0,1.4959847e-16
0,2.1500108e-16
0,2.6783415e-16
0,3.1552066e-16
0,3.5835112e-16
0,3.9828711e-16
0,4.3691423e-16
0,4.7264829e-16
0,5.0878983e-16
0,5.4322998e-16
0,5.4297538e-16
-0.5,6.9507353e-16
-1,8.2672975e-16
-1.5,9.3763926e-16
-2,1.0289341e-15
-2.5,1.1045738e-15
-3,1.1608291e-15
-3.5,1.2211073e-15
-4,1.2565329e-15
-4.5,1.2903882e-15
-5,1.3070078e-15
-5.5,1.3269008e-15
-6,1.3407985e-15
-6.5,1.3472209e-15
-7,1.3475052e-15
-7.5,1.3446919e-15
-8,1.3601298e-15
-8.5,1.3446799e-15
-9,1.3510113e-15
-9.5,1.3764022e-15
-10,1.3626972e-15
-10.5,1.356926e-15
-11,1.3652215e-15
-11.5,1.365862e-15
-12,1.3589499e-15
-12.5,1.372862e-15
-13,1.376785e-15
-13.5,1.3726601e-15
-14,1.3412542e-15
-14.5,1.3628615e-15
-15,1.3507984e-15
-15.5,1.3804339e-15
-16,1.3510103e-15
-16.5,1.3987485e-15
-17,1.3441688e-15
-17.5,1.3454614e-15
-18,1.2972934e-15
-18.5,1.2419196e-15
-19,1.1657658e-15
-19.5,1.0116084e-15
-20,8.8381692e-16
-20.5,7.7072053e-16
-21,6.8149715e-16
-21.5,5.770756e-16
-22,4.8676404e-16
-22.5,4.3091636e-16
-23,3.9570808e-16
-23.5,3.3975282e-16
-24,3.3558279e-16
-24.5,2.8026344e-16
-25,2.5896527e-16
-25.5,2.3576462e-16
-26,2.4061852e-16
-26.5,1.8299432e-16
-27,3.1439225e-18
-27.5,5.9943211e-17
-28,4.9351242e-17
-28.5,1.3511644e-16
-29,8.1642382e-17
-29.5,8.5952702e-17
-30,1.2059543e-16
-30.5,1.0208927e-16
-31,1.7306242e-16
-31.5,9.3468882e-17
-32,1.2317693e-16
-32.5,7.8884467e-17
-33,9.5677011e-17
-33.5,1.2501452e-16
-34,1.1710093e-16
-34.5,1.0410672e-16
-35,8.407556e-17
-35.5,3.8078306e-17
-36,1.1374759e-16
-36.5,1.1452853e-16
-37,8.5671458e-17
-37.5,6.5114706e-17
-38,8.5495683e-17
-38.5,5.4557951e-17
-39,9.370419e-17
-39.5,7.6522267e-17
-40,7.8648205e-17
-40.5,7.8620896e-17
-41,1.104999e-16
-41.5,7.8380502e-17
-42,8.2006641e-17
-42.5,7.350919e-17
-43,8.4315415e-17
-43.5,7.443288e-17
-44,7.5851988e-17
-44.5,5.6499452e-17
-45,1.0101492e-16
-45.5,6.5690774e-17
-46,8.2896199e-17
-46.5,6.6755923e-17
-47,5.4479875e-17
-47.5,4.0284759e-17
-48,7.9060668e-17
-48.5,3.9781857e-17
-49,8.8682015e-17
-49.5,5.6094974e-17
-50,6.4266989e-17

