Ptop TotalCurrent(iv_2.0_9) X,Ptop TotalCurrent(iv_2.0_9) Y
0,-6.1050719e-20
0,-2.1235241e-20
0,-1.4562497e-17
0,-2.1997627e-17
0,-2.8429474e-17
0,-3.4302797e-17
0,-3.9749318e-17
0,-4.4987706e-17
0,-4.9978714e-17
0,-5.492183e-17
0,-5.9958202e-17
0,-6.5303629e-17
0,-6.5316357e-17
-0.5,-6.4713806e-17
-1,-6.4256996e-17
-1.5,-6.3992203e-17
-2,-6.3972079e-17
-2.5,-6.4333695e-17
-3,-6.5272426e-17
-3.5,-6.7071053e-17
-4,-6.999812e-17
-4.5,-7.366376e-17
-5,-7.6938173e-17
-5.5,-7.8821241e-17
-6,-7.9472641e-17
-6.5,-7.9396035e-17
-7,-7.9023488e-17
-7.5,-7.8363534e-17
-8,-7.7518523e-17
-8.5,-7.6585367e-17
-9,-7.5476559e-17
-9.5,-7.4201224e-17
-10,-7.2519273e-17
-10.5,-6.9471567e-17
-11,-6.198146e-17
-11.5,-3.9212864e-17
-12,3.5871398e-17
-12.5,2.8599224e-16
-13,1.1081996e-15
-13.5,3.7498951e-15
-14,1.2005985e-14
-14.5,3.7036565e-14
-15,1.1049957e-13
-15.5,3.1888123e-13
-16,8.8935796e-13
-16.5,2.3947098e-12
-17,6.2183172e-12
-17.5,1.5552398e-11
-18,3.7409365e-11
-18.5,8.6376867e-11
-19,1.9097001e-10
-19.5,4.029774e-10
-20,8.0843529e-10
-20.5,1.5355184e-9
-21,2.7516749e-9
-21.5,4.6445898e-9
-22,7.3913367e-9
-22.5,1.1129726e-8
-23,1.594441e-8
-23.5,2.1869438e-8
-24,2.8900361e-8
-24.5,3.7008157e-8
-25,4.6150649e-8
-25.5,5.6280339e-8
-26,6.7349155e-8
-26.5,7.9311031e-8
-27,9.2123132e-8
-27.5,1.0574628e-7
-28,1.2014495e-7
-28.5,1.3528705e-7
-29,1.5114363e-7
-29.5,1.6768853e-7
-30,1.8489806e-7
-30.5,2.027507e-7
-31,2.2122686e-7
-31.5,2.4030859e-7
-32,2.5997942e-7
-32.5,2.8022418e-7
-33,3.0102883e-7
-33.5,3.2238031e-7
-34,3.4426649e-7
-34.5,3.66676e-7
-35,3.895982e-7
-35.5,4.1302307e-7
-36,4.3694114e-7
-36.5,4.6134349e-7
-37,4.8622162e-7
-37.5,5.1156748e-7
-38,5.3737338e-7
-38.5,5.6363199e-7
-39,5.9033629e-7
-39.5,6.1747954e-7
-40,6.4505528e-7
-40.5,6.730573e-7
-41,7.0147961e-7
-41.5,7.3031642e-7
-42,7.5956215e-7
-42.5,7.8921141e-7
-43,8.1925894e-7
-43.5,8.4969969e-7
-44,8.8052873e-7
-44.5,9.1174126e-7
-45,9.4333264e-7
-45.5,9.7529832e-7
-46,1.0076339e-6
-46.5,1.0403351e-6
-47,1.0733976e-6
-47.5,1.1068174e-6
-48,1.1405906e-6
-48.5,1.174713e-6
-49,1.209181e-6
-49.5,1.2439908e-6
-50,1.2791386e-6

