c(Ntop:Ntop)(cv_n248_ac_des) X,c(Ntop:Ntop)(cv_n248_ac_des) Y
-0.05,1.1768478e-15
-0.14555556,1.1726957e-15
-0.32817284,1.1659402e-15
-0.67717476,1.1558731e-15
-1.1771748,1.1445029e-15
-1.6771748,1.1326615e-15
-2.1771748,1.1141347e-15
-2.6771748,1.0810461e-15
-3.1771748,1.0330896e-15
-3.6771748,9.8480702e-16
-4.1771748,9.4788299e-16
-4.6771748,9.2116655e-16
-5.1771748,9.004187e-16
-5.6771748,8.8289467e-16
-6.1771748,8.6713432e-16
-6.6771748,8.5230968e-16
-7.1771748,8.3786152e-16
-7.6771748,8.2331834e-16
-8.1771748,8.0819043e-16
-8.6771748,7.9189214e-16
-9.1771748,7.7369969e-16
-9.6771748,7.5285125e-16
-10.177175,7.2908651e-16
-10.677175,7.0386813e-16
-11.177175,6.8100264e-16
-11.677175,6.6409136e-16
-12.177175,6.5347632e-16
-12.677175,6.4725503e-16
-13.177175,6.4353268e-16
-13.677175,6.4113556e-16
-14.177175,6.3944628e-16
-14.677175,6.3815346e-16
-15.177175,6.3709788e-16
-15.677175,6.3619487e-16
-16.177175,6.3539703e-16
-16.677175,6.3467646e-16
-17.177175,6.3401598e-16
-17.677175,6.334048e-16
-18.177175,6.3283635e-16
-18.677175,6.3230722e-16
-19.177175,6.3181664e-16
-19.677175,6.3136605e-16
-20.177175,6.309581e-16
-20.677175,6.3059506e-16
-21.177175,6.3027699e-16
-21.677175,6.3000091e-16
-22.177175,6.2976139e-16
-22.677175,6.2955208e-16
-23.177175,6.2936702e-16
-23.677175,6.2920132e-16
-24.177175,6.290512e-16
-24.677175,6.2891384e-16
-25.177175,6.2878712e-16
-25.677175,6.2866945e-16
-26.177175,6.2855957e-16
-26.677175,6.284565e-16
-27.177175,6.2835942e-16
-27.677175,6.2826767e-16
-28.177175,6.2818067e-16
-28.677175,6.2809794e-16
-29.177175,6.2801906e-16
-29.677175,6.2794367e-16
-30.177175,6.2787144e-16
-30.677175,6.2780208e-16
-31.177175,6.2773535e-16
-31.677175,6.2767102e-16
-32.177175,6.2760888e-16
-32.677175,6.2754876e-16
-33.177175,6.2749049e-16
-33.677175,6.2743394e-16
-34.177175,6.2737896e-16
-34.677175,6.2732544e-16
-35.177175,6.2727327e-16
-35.677175,6.2722235e-16
-36.177175,6.271726e-16
-36.677175,6.2712393e-16
-37.177175,6.2707628e-16
-37.677175,6.2702957e-16
-38.177175,6.2698374e-16
-38.677175,6.2693874e-16
-39.177175,6.2689452e-16
-39.677175,6.2685103e-16
-40.177175,6.2680823e-16
-40.677175,6.2676608e-16
-41.177175,6.2672455e-16
-41.677175,6.2668359e-16
-42.177175,6.2664319e-16
-42.677175,6.2660331e-16
-43.177175,6.2656393e-16
-43.677175,6.2652502e-16
-44.177175,6.2648657e-16
-44.677175,6.2644854e-16
-45.177175,6.2641093e-16
-45.677175,6.2637371e-16
-46.177175,6.2633687e-16
-46.677175,6.263004e-16
-47.177175,6.2626428e-16
-47.677175,6.2622849e-16
-48.177175,6.2619303e-16
-48.677175,6.2615789e-16
-49.177175,6.2612305e-16
-49.677175,6.260885e-16
-50,6.2606635e-16

