Ntop TotalCurrent(iv_4.25_10) X,Ntop TotalCurrent(iv_4.25_10) Y
0,-4.4888329e-18
0,-3.2312703e-19
0,1.4989973e-16
0,2.1528444e-16
0,2.6859399e-16
0,3.1601739e-16
0,3.5858279e-16
0,3.9898489e-16
0,4.3770722e-16
0,4.7375113e-16
0,5.085398e-16
0,5.4412495e-16
0,5.4325321e-16
-0.5,6.9509795e-16
-1,8.2196459e-16
-1.5,9.3516418e-16
-2,1.0342115e-15
-2.5,1.1075417e-15
-3,1.1770772e-15
-3.5,1.2259222e-15
-4,1.2572768e-15
-4.5,1.2909654e-15
-5,1.310047e-15
-5.5,1.3231714e-15
-6,1.342729e-15
-6.5,1.332254e-15
-7,1.360027e-15
-7.5,1.3458826e-15
-8,1.3527241e-15
-8.5,1.3622892e-15
-9,1.3792013e-15
-9.5,1.3685792e-15
-10,1.3771201e-15
-10.5,1.3728927e-15
-11,1.3810088e-15
-11.5,1.3851386e-15
-12,1.3882336e-15
-12.5,1.3933088e-15
-13,1.3690988e-15
-13.5,1.3575946e-15
-14,1.4184752e-15
-14.5,1.3702363e-15
-15,1.3557561e-15
-15.5,1.3633809e-15
-16,1.367544e-15
-16.5,1.3765296e-15
-17,1.3821769e-15
-17.5,1.3208558e-15
-18,1.2927167e-15
-18.5,1.2408693e-15
-19,1.1195921e-15
-19.5,1.0566288e-15
-20,8.7708495e-16
-20.5,7.7048915e-16
-21,6.9193707e-16
-21.5,5.8467454e-16
-22,5.1464475e-16
-22.5,4.7534476e-16
-23,3.8760392e-16
-23.5,3.4533306e-16
-24,3.0234609e-16
-24.5,2.7380096e-16
-25,2.6090376e-16
-25.5,2.1841063e-16
-26,2.1848499e-16
-26.5,3.0081155e-16
-27,1.14488e-17
-27.5,1.0861582e-16
-28,8.1723309e-17
-28.5,1.2369856e-16
-29,1.5079889e-16
-29.5,1.008422e-16
-30,1.5496591e-16
-30.5,7.3111518e-17
-31,1.1102857e-16
-31.5,9.0513298e-17
-32,1.0938493e-16
-32.5,1.0460146e-16
-33,1.0275949e-16
-33.5,1.0468521e-16
-34,7.5621884e-17
-34.5,6.3647987e-17
-35,7.7672623e-17
-35.5,9.0066706e-17
-36,1.0921282e-16
-36.5,5.1902421e-17
-37,8.9054526e-17
-37.5,1.0798377e-16
-38,8.100011e-17
-38.5,6.3032526e-17
-39,9.6383206e-17
-39.5,1.078449e-16
-40,8.8464877e-17
-40.5,8.1746851e-17
-41,6.9910805e-17
-41.5,1.1395441e-16
-42,8.8395701e-17
-42.5,9.1350021e-17
-43,6.2321994e-17
-43.5,8.8047876e-17
-44,6.0554318e-17
-44.5,7.0152784e-17
-45,7.5963499e-17
-45.5,6.9218153e-17
-46,6.4579952e-17
-46.5,6.1954687e-17
-47,9.9811694e-17
-47.5,7.3242838e-17
-48,7.1195783e-17
-48.5,6.2704431e-17
-49,6.3877614e-17
-49.5,5.731845e-17
-50,7.034055e-17

