Ptop TotalCurrent(iv_0.5_10) X,Ptop TotalCurrent(iv_0.5_10) Y
0,4.9463751e-20
0,6.3101947e-21
0,-1.4328083e-17
0,-2.1764671e-17
0,-2.8229617e-17
0,-3.4282489e-17
0,-4.0002107e-17
0,-4.5471192e-17
0,-5.0770661e-17
0,-5.602584e-17
0,-6.1431599e-17
0,-6.7229858e-17
0,-6.723357e-17
-0.5,-6.6595714e-17
-1,-6.6150639e-17
-1.5,-6.5887847e-17
-2,-6.5905072e-17
-2.5,-6.6391323e-17
-3,-6.7666555e-17
-3.5,-7.0163747e-17
-4,-7.4033105e-17
-4.5,-7.8445e-17
-5,-8.1652067e-17
-5.5,-8.3053334e-17
-6,-8.3280356e-17
-6.5,-8.2913219e-17
-7,-8.2249634e-17
-7.5,-8.1428804e-17
-8,-8.0511057e-17
-8.5,-7.9523509e-17
-9,-7.8369969e-17
-9.5,-7.6699838e-17
-10,-7.3230794e-17
-10.5,-6.3256568e-17
-11,-2.9939824e-17
-11.5,8.529492e-17
-12,4.79669e-16
-12.5,1.7942309e-15
-13,6.038035e-15
-13.5,1.9277779e-14
-14,5.91539e-14
-14.5,1.7502094e-13
-15,4.9961881e-13
-15.5,1.3757457e-12
-16,3.6522106e-12
-16.5,9.3403354e-12
-17,2.2988819e-11
-17.5,5.4377361e-11
-18,1.2337829e-10
-18.5,2.6782225e-10
-19,5.5432457e-10
-19.5,1.0895187e-9
-20,2.0252675e-9
-20.5,3.5495181e-9
-21,5.8599075e-9
-21.5,9.1293459e-9
-22,1.3480023e-8
-22.5,1.8975833e-8
-23,2.5630617e-8
-23.5,3.3423261e-8
-24,4.2312279e-8
-24.5,5.2246698e-8
-25,6.3173021e-8
-25.5,7.5039172e-8
-26,8.7796458e-8
-26.5,1.0140035e-7
-27,1.1581059e-7
-27.5,1.3099103e-7
-28,1.4690923e-7
-28.5,1.6353609e-7
-29,1.8084544e-7
-29.5,1.9881366e-7
-30,2.1741938e-7
-30.5,2.3664317e-7
-31,2.5646731e-7
-31.5,2.7687553e-7
-32,2.978529e-7
-32.5,3.1938557e-7
-33,3.4146075e-7
-33.5,3.6406649e-7
-34,3.8719164e-7
-34.5,4.1082574e-7
-35,4.3495897e-7
-35.5,4.5958203e-7
-36,4.8468617e-7
-36.5,5.1026304e-7
-37,5.3630473e-7
-37.5,5.6280369e-7
-38,5.8975272e-7
-38.5,6.1714491e-7
-39,6.4497363e-7
-39.5,6.7323254e-7
-40,7.019155e-7
-40.5,7.3101661e-7
-41,7.6053019e-7
-41.5,7.9045072e-7
-42,8.2077287e-7
-42.5,8.5149148e-7
-43,8.8260154e-7
-43.5,9.1409819e-7
-44,9.4597669e-7
-44.5,9.7823245e-7
-45,1.010861e-6
-45.5,1.0438579e-6
-46,1.077219e-6
-46.5,1.1109401e-6
-47,1.1450171e-6
-47.5,1.1794461e-6
-48,1.2142232e-6
-48.5,1.2493445e-6
-49,1.2848065e-6
-49.5,1.3206054e-6
-50,1.3567377e-6

