Ntop TotalCurrent(iv_0.0_7) X,Ntop TotalCurrent(iv_0.0_7) Y
0,-4.4382879e-18
0,1.7000785e-18
0,1.493574e-16
0,2.140329e-16
0,2.6708518e-16
0,3.1535989e-16
0,3.5654894e-16
0,3.9710864e-16
0,4.3377631e-16
0,4.7098464e-16
0,5.0548939e-16
0,5.3895996e-16
0,5.3868598e-16
-0.5,6.8929233e-16
-1,8.2253946e-16
-1.5,9.3759627e-16
-2,1.0293851e-15
-2.5,1.0969306e-15
-3,1.1508442e-15
-3.5,1.2032932e-15
-4,1.2344652e-15
-4.5,1.2593796e-15
-5,1.2857883e-15
-5.5,1.2984397e-15
-6,1.3097995e-15
-6.5,1.3217855e-15
-7,1.335506e-15
-7.5,1.3446558e-15
-8,1.318383e-15
-8.5,1.3472439e-15
-9,1.3589731e-15
-9.5,1.3420819e-15
-10,1.3722712e-15
-10.5,1.3649014e-15
-11,1.3610866e-15
-11.5,1.3801395e-15
-12,1.3833606e-15
-12.5,1.3638055e-15
-13,1.383974e-15
-13.5,1.3863681e-15
-14,1.3862055e-15
-14.5,1.3880443e-15
-15,1.376927e-15
-15.5,1.3768665e-15
-16,1.3932907e-15
-16.5,1.4190299e-15
-17,1.3727645e-15
-17.5,1.3907308e-15
-18,1.3718208e-15
-18.5,1.357301e-15
-19,1.3451548e-15
-19.5,1.2681457e-15
-20,1.1867145e-15
-20.5,1.0913788e-15
-21,1.0353693e-15
-21.5,9.0222503e-16
-22,7.9380493e-16
-22.5,7.1727081e-16
-23,6.7172263e-16
-23.5,6.3414684e-16
-24,5.6214528e-16
-24.5,5.16327e-16
-25,4.8677993e-16
-25.5,4.7219079e-16
-26,4.2888099e-16
-26.5,3.3387153e-16
-27,3.3552299e-16
-27.5,3.7381518e-16
-28,3.0152079e-16
-28.5,2.1010808e-16
-29,2.6838499e-16
-29.5,2.0019812e-16
-30,1.9859158e-16
-30.5,2.2842285e-16
-31,2.7264492e-16
-31.5,2.024366e-16
-32,2.608724e-16
-32.5,1.9322573e-16
-33,1.9282376e-16
-33.5,1.951004e-16
-34,1.9729969e-16
-34.5,1.923175e-16
-35,1.9850757e-16
-35.5,2.3840878e-16
-36,1.8786101e-16
-36.5,1.870359e-16
-37,1.492983e-16
-37.5,1.4527864e-16
-38,1.4148256e-16
-38.5,1.2330466e-16
-39,1.2131201e-16
-39.5,1.4535225e-16
-40,1.5732508e-16
-40.5,1.635937e-16
-41,1.7479926e-16
-41.5,1.8038459e-16
-42,1.5166091e-16
-42.5,1.4443533e-16
-43,1.441104e-16
-43.5,1.3426701e-16
-44,1.2266623e-16
-44.5,1.2627902e-16
-45,1.3883211e-16
-45.5,1.2942473e-16
-46,1.0385118e-16
-46.5,1.4185531e-16
-47,1.2340212e-16
-47.5,1.1515809e-16
-48,1.2103526e-16
-48.5,1.3246499e-16
-49,8.8555267e-17
-49.5,1.1327571e-16
-50,1.1069962e-16

