c(Ntop:Ntop)(cv_n232_ac_des) X,c(Ntop:Ntop)(cv_n232_ac_des) Y
-0.05,9.1797911e-16
-0.14555556,9.1382247e-16
-0.32817284,9.0705318e-16
-0.67717476,8.9692585e-16
-1.1771748,8.8526554e-16
-1.6771748,8.7242937e-16
-2.1771748,8.5099649e-16
-2.6771748,8.1137421e-16
-3.1771748,7.5461859e-16
-3.6771748,7.0062161e-16
-4.1771748,6.6157848e-16
-4.6771748,6.3387086e-16
-5.1771748,6.120573e-16
-5.6771748,5.929336e-16
-6.1771748,5.7465503e-16
-6.6771748,5.5583991e-16
-7.1771748,5.3508278e-16
-7.6771748,5.1081898e-16
-8.1771748,4.8207394e-16
-8.6771748,4.511071e-16
-9.1771748,4.2492279e-16
-9.6771748,4.0854358e-16
-10.177175,4.0015648e-16
-10.677175,3.96014e-16
-11.177175,3.9378508e-16
-11.677175,3.924067e-16
-12.177175,3.9143066e-16
-12.677175,3.9066505e-16
-13.177175,3.9002281e-16
-13.677175,3.894612e-16
-14.177175,3.8895736e-16
-14.677175,3.8849796e-16
-15.177175,3.8807466e-16
-15.677175,3.8768189e-16
-16.177175,3.8731585e-16
-16.677175,3.8697389e-16
-17.177175,3.8665435e-16
-17.677175,3.8635651e-16
-18.177175,3.8608065e-16
-18.677175,3.858283e-16
-19.177175,3.8560219e-16
-19.677175,3.8540583e-16
-20.177175,3.8524238e-16
-20.677175,3.851131e-16
-21.177175,3.8501625e-16
-21.677175,3.8494746e-16
-22.177175,3.8490102e-16
-22.677175,3.8487141e-16
-23.177175,3.8485411e-16
-23.677175,3.8484577e-16
-24.177175,3.8484403e-16
-24.677175,3.8484727e-16
-25.177175,3.8485438e-16
-25.677175,3.8486455e-16
-26.177175,3.8487722e-16
-26.677175,3.8489195e-16
-27.177175,3.8490841e-16
-27.677175,3.8492634e-16
-28.177175,3.8494551e-16
-28.677175,3.8496573e-16
-29.177175,3.8498686e-16
-29.677175,3.8500876e-16
-30.177175,3.8503131e-16
-30.677175,3.8505441e-16
-31.177175,3.8507798e-16
-31.677175,3.8510192e-16
-32.177175,3.8512617e-16
-32.677175,3.8515068e-16
-33.177175,3.8517537e-16
-33.677175,3.8520021e-16
-34.177175,3.8522515e-16
-34.677175,3.8525015e-16
-35.177175,3.8527517e-16
-35.677175,3.8530018e-16
-36.177175,3.8532516e-16
-36.677175,3.8535008e-16
-37.177175,3.8537491e-16
-37.677175,3.8539964e-16
-38.177175,3.8542424e-16
-38.677175,3.8544871e-16
-39.177175,3.8547302e-16
-39.677175,3.8549717e-16
-40.177175,3.8552114e-16
-40.677175,3.8554492e-16
-41.177175,3.8556851e-16
-41.677175,3.8559189e-16
-42.177175,3.8561506e-16
-42.677175,3.8563801e-16
-43.177175,3.8566074e-16
-43.677175,3.8568325e-16
-44.177175,3.8570552e-16
-44.677175,3.8572756e-16
-45.177175,3.8574936e-16
-45.677175,3.8577092e-16
-46.177175,3.8579225e-16
-46.677175,3.8581333e-16
-47.177175,3.8583416e-16
-47.677175,3.8585476e-16
-48.177175,3.858751e-16
-48.677175,3.8589521e-16
-49.177175,3.8591507e-16
-49.677175,3.8593468e-16
-50,3.8594722e-16

