Ptop TotalCurrent(iv_1.0_7) X,Ptop TotalCurrent(iv_1.0_7) Y
0,-2.2882525e-20
0,-7.615904e-21
0,-1.4060726e-17
0,-2.1237528e-17
0,-2.7348223e-17
0,-3.3012927e-17
0,-3.8278604e-17
0,-4.3323439e-17
0,-4.8111802e-17
0,-5.2789245e-17
0,-5.7411697e-17
0,-6.2178675e-17
0,-6.2174886e-17
-0.5,-6.1614367e-17
-1,-6.1220245e-17
-1.5,-6.0978646e-17
-2,-6.0916959e-17
-2.5,-6.110775e-17
-3,-6.1606681e-17
-3.5,-6.2621933e-17
-4,-6.4281039e-17
-4.5,-6.6675153e-17
-5,-6.9494884e-17
-5.5,-7.1939699e-17
-6,-7.3465974e-17
-6.5,-7.4206269e-17
-7,-7.4452118e-17
-7.5,-7.4405046e-17
-8,-7.4144877e-17
-8.5,-7.3728373e-17
-9,-7.3205781e-17
-9.5,-7.2550604e-17
-10,-7.1749874e-17
-10.5,-7.0650314e-17
-11,-6.8809888e-17
-11.5,-6.4520189e-17
-12,-5.2143239e-17
-12.5,-1.2605579e-17
-13,1.1707597e-16
-13.5,5.4084778e-16
-14,1.9044267e-15
-14.5,6.2033011e-15
-15,1.9440243e-14
-15.5,5.9139098e-14
-16,1.7478226e-13
-16.5,5.0108112e-13
-17,1.3905626e-12
-17.5,3.7275464e-12
-18,9.6322922e-12
-18.5,2.3946289e-11
-19,5.7146869e-11
-19.5,1.3057048e-10
-20,2.8468372e-10
-20.5,5.8992913e-10
-21,1.1567214e-9
-21.5,2.1374407e-9
-22,3.7130802e-9
-22.5,6.0650313e-9
-23,9.3439825e-9
-23.5,1.3650675e-8
-24,1.9033902e-8
-24.5,2.5500523e-8
-25,3.3029263e-8
-25.5,4.1582867e-8
-26,5.1116785e-8
-26.5,6.1584612e-8
-27,7.2941151e-8
-27.5,8.5143943e-8
-28,9.8153891e-8
-28.5,1.1193538e-7
-29,1.2645611e-7
-29.5,1.4168689e-7
-30,1.5760124e-7
-30.5,1.7417518e-7
-31,1.9138687e-7
-31.5,2.0921639e-7
-32,2.2764549e-7
-32.5,2.4665739e-7
-33,2.6623662e-7
-33.5,2.8636885e-7
-34,3.0704076e-7
-34.5,3.2823995e-7
-35,3.4995482e-7
-35.5,3.7217448e-7
-36,3.948887e-7
-36.5,4.1808783e-7
-37,4.4176275e-7
-37.5,4.659048e-7
-38,4.9050579e-7
-38.5,5.1555789e-7
-39,5.4105365e-7
-39.5,5.6698594e-7
-40,5.9334796e-7
-40.5,6.2013317e-7
-41,6.4733529e-7
-41.5,6.7494829e-7
-42,7.0296636e-7
-42.5,7.3138389e-7
-43,7.6019548e-7
-43.5,7.893959e-7
-44,8.1898008e-7
-44.5,8.4894312e-7
-45,8.7928027e-7
-45.5,9.099869e-7
-46,9.4105855e-7
-46.5,9.7249085e-7
-47,1.0042795e-6
-47.5,1.0364205e-6
-48,1.0689097e-6
-48.5,1.1017432e-6
-49,1.1349172e-6
-49.5,1.168428e-6
-50,1.2022718e-6

