c(Ntop:Ntop)(cv_n184_ac_des) X,c(Ntop:Ntop)(cv_n184_ac_des) Y
-0.05,7.8573795e-16
-0.14555556,7.8159731e-16
-0.32817284,7.7487617e-16
-0.67717476,7.6495994e-16
-1.1771748,7.5430517e-16
-1.6771748,7.4484004e-16
-2.1771748,7.3291122e-16
-2.6771748,7.1411866e-16
-3.1771748,6.8649509e-16
-3.6771748,6.5418685e-16
-4.1771748,6.2451021e-16
-4.6771748,6.0058108e-16
-5.1771748,5.8142819e-16
-5.6771748,5.6537992e-16
-6.1771748,5.5128046e-16
-6.6771748,5.3845818e-16
-7.1771748,5.2652639e-16
-7.6771748,5.1525213e-16
-8.1771748,5.0448665e-16
-8.6771748,4.9412966e-16
-9.1771748,4.8411023e-16
-9.6771748,4.7437594e-16
-10.177175,4.6488618e-16
-10.677175,4.5560795e-16
-11.177175,4.4651316e-16
-11.677175,4.3757694e-16
-12.177175,4.2877685e-16
-12.677175,4.2009282e-16
-13.177175,4.1150776e-16
-13.677175,4.03009e-16
-14.177175,3.9459063e-16
-14.677175,3.8625677e-16
-15.177175,3.7802554e-16
-15.677175,3.6993317e-16
-16.177175,3.6203674e-16
-16.677175,3.5441392e-16
-17.177175,3.4715761e-16
-17.677175,3.4036514e-16
-18.177175,3.3412364e-16
-18.677175,3.2849615e-16
-19.177175,3.2351308e-16
-19.677175,3.1917194e-16
-20.177175,3.1544408e-16
-20.677175,3.1228472e-16
-21.177175,3.0964148e-16
-21.677175,3.0745849e-16
-22.177175,3.0567652e-16
-22.677175,3.0423291e-16
-23.177175,3.0306439e-16
-23.677175,3.0211232e-16
-24.177175,3.0132704e-16
-24.677175,3.0066941e-16
-25.177175,3.0010991e-16
-25.677175,2.9962678e-16
-26.177175,2.9920399e-16
-26.677175,2.9882969e-16
-27.177175,2.9849494e-16
-27.677175,2.9819293e-16
-28.177175,2.9791834e-16
-28.677175,2.9766699e-16
-29.177175,2.9743551e-16
-29.677175,2.972212e-16
-30.177175,2.9702179e-16
-30.677175,2.9683545e-16
-31.177175,2.9666061e-16
-31.677175,2.9649597e-16
-32.177175,2.9634042e-16
-32.677175,2.96193e-16
-33.177175,2.9605291e-16
-33.677175,2.9591944e-16
-34.177175,2.9579198e-16
-34.677175,2.9567001e-16
-35.177175,2.9555307e-16
-35.677175,2.9544074e-16
-36.177175,2.9533267e-16
-36.677175,2.9522856e-16
-37.177175,2.9512812e-16
-37.677175,2.9503111e-16
-38.177175,2.9493731e-16
-38.677175,2.9484653e-16
-39.177175,2.9475859e-16
-39.677175,2.9467334e-16
-40.177175,2.9459064e-16
-40.677175,2.9451037e-16
-41.177175,2.9443241e-16
-41.677175,2.9435667e-16
-42.177175,2.9428304e-16
-42.677175,2.9421145e-16
-43.177175,2.9414182e-16
-43.677175,2.9407408e-16
-44.177175,2.9400816e-16
-44.677175,2.9394402e-16
-45.177175,2.9388159e-16
-45.677175,2.9382083e-16
-46.177175,2.9376168e-16
-46.677175,2.9370411e-16
-47.177175,2.9364807e-16
-47.677175,2.9359353e-16
-48.177175,2.9354045e-16
-48.677175,2.934888e-16
-49.177175,2.9343855e-16
-49.677175,2.9338965e-16
-50,2.933588e-16

