Ptop TotalCurrent(iv_4.25_9) X,Ptop TotalCurrent(iv_4.25_9) Y
0,2.1099023e-19
0,6.3476708e-23
0,-1.4597883e-17
0,-2.2136927e-17
0,-2.8586982e-17
0,-3.4465327e-17
0,-3.996445e-17
0,-4.5173665e-17
0,-5.0230329e-17
0,-5.5258975e-17
0,-6.0334337e-17
0,-6.5647854e-17
0,-6.5651118e-17
-0.5,-6.5038425e-17
-1,-6.4610415e-17
-1.5,-6.4353481e-17
-2,-6.4334857e-17
-2.5,-6.4679379e-17
-3,-6.561041e-17
-3.5,-6.7416801e-17
-4,-7.0308815e-17
-4.5,-7.3971974e-17
-5,-7.7222473e-17
-5.5,-7.9093941e-17
-6,-7.9761448e-17
-6.5,-7.9733005e-17
-7,-7.9322638e-17
-7.5,-7.8674245e-17
-8,-7.7862264e-17
-8.5,-7.691248e-17
-9,-7.5833829e-17
-9.5,-7.4561578e-17
-10,-7.2871425e-17
-10.5,-6.9901895e-17
-11,-6.2648812e-17
-11.5,-4.0701929e-17
-12,3.1307754e-17
-12.5,2.7058649e-16
-13,1.0555061e-15
-13.5,3.5730641e-15
-14,1.1432347e-14
-14.5,3.5245453e-14
-15,1.0512828e-13
-15.5,3.0342148e-13
-16,8.4666021e-13
-16.5,2.281574e-12
-17,5.9308521e-12
-17.5,1.4852595e-11
-18,3.577968e-11
-18.5,8.2755075e-11
-19,1.8331581e-10
-19.5,3.8766837e-10
-20,7.796257e-10
-20.5,1.4848047e-9
-21,2.6685155e-9
-21.5,4.5176371e-9
-22,7.2102058e-9
-22.5,1.0886371e-8
-23,1.5633609e-8
-23.5,2.148851e-8
-24,2.8448522e-8
-24.5,3.6485859e-8
-25,4.5559063e-8
-25.5,5.5620999e-8
-26,6.6623737e-8
-26.5,7.8521227e-8
-27,9.1270578e-8
-27.5,1.0483252e-7
-28,1.1917143e-7
-28.5,1.3425512e-7
-29,1.5005454e-7
-29.5,1.6654342e-7
-30,1.83698e-7
-30.5,2.0149668e-7
-31,2.1991979e-7
-31.5,2.3894934e-7
-32,2.5856879e-7
-32.5,2.7876292e-7
-33,2.9951763e-7
-33.5,3.2081985e-7
-34,3.4265739e-7
-34.5,3.6501886e-7
-35,3.8789357e-7
-35.5,4.1127147e-7
-36,4.351431e-7
-36.5,4.5949947e-7
-37,4.8433209e-7
-37.5,5.0963288e-7
-38,5.3539412e-7
-38.5,5.6160848e-7
-39,5.8826891e-7
-39.5,6.1536867e-7
-40,6.4290128e-7
-40.5,6.7086051e-7
-41,6.9924036e-7
-41.5,7.2803504e-7
-42,7.5723896e-7
-42.5,7.8684669e-7
-43,8.1685301e-7
-43.5,8.4725282e-7
-44,8.780412e-7
-44.5,9.0921334e-7
-45,9.4076459e-7
-45.5,9.726904e-7
-46,1.0049864e-6
-46.5,1.0376481e-6
-47,1.0706715e-6
-47.5,1.1040525e-6
-48,1.1377869e-6
-48.5,1.1718709e-6
-49,1.2063006e-6
-49.5,1.2410724e-6
-50,1.2761824e-6

