c(Ntop:Ntop)(cv_ac_2.0_9_ac_des) X,c(Ntop:Ntop)(cv_ac_2.0_9_ac_des) Y
-0.05,8.0739976e-16
-0.14555556,8.0324916e-16
-0.32817284,7.9649805e-16
-0.67717476,7.8645069e-16
-1.1771748,7.7517481e-16
-1.6771748,7.636533e-16
-2.1771748,7.4604404e-16
-2.6771748,7.150257e-16
-3.1771748,6.7014218e-16
-3.6771748,6.245913e-16
-4.1771748,5.8963615e-16
-4.6771748,5.6463678e-16
-5.1771748,5.4566104e-16
-5.6771748,5.3007281e-16
-6.1771748,5.1647964e-16
-6.6771748,5.0413725e-16
-7.1771748,4.9261041e-16
-7.6771748,4.8161569e-16
-8.1771748,4.709487e-16
-8.6771748,4.6044826e-16
-9.1771748,4.4997768e-16
-9.6771748,4.3941646e-16
-10.177175,4.2866106e-16
-10.677175,4.1763673e-16
-11.177175,4.0632256e-16
-11.677175,3.9478918e-16
-12.177175,3.8323684e-16
-12.677175,3.7200448e-16
-13.177175,3.61515e-16
-13.677175,3.521572e-16
-14.177175,3.4416549e-16
-14.677175,3.3757329e-16
-15.177175,3.3225428e-16
-15.677175,3.2800275e-16
-16.177175,3.246016e-16
-16.677175,3.2185955e-16
-17.177175,3.1962314e-16
-17.677175,3.1777554e-16
-18.177175,3.1623045e-16
-18.677175,3.1492561e-16
-19.177175,3.1381745e-16
-19.677175,3.1287672e-16
-20.177175,3.1208447e-16
-20.677175,3.1142757e-16
-21.177175,3.108938e-16
-21.677175,3.1046836e-16
-22.177175,3.1013331e-16
-22.677175,3.0986973e-16
-23.177175,3.0966046e-16
-23.677175,3.0949165e-16
-24.177175,3.09353e-16
-24.677175,3.0923715e-16
-25.177175,3.0913893e-16
-25.677175,3.090547e-16
-26.177175,3.0898184e-16
-26.677175,3.0891843e-16
-27.177175,3.0886302e-16
-27.677175,3.0881449e-16
-28.177175,3.0877193e-16
-28.677175,3.0873463e-16
-29.177175,3.0870196e-16
-29.677175,3.0867344e-16
-30.177175,3.086486e-16
-30.677175,3.0862709e-16
-31.177175,3.0860858e-16
-31.677175,3.0859277e-16
-32.177175,3.0857941e-16
-32.677175,3.0856828e-16
-33.177175,3.0855917e-16
-33.677175,3.0855191e-16
-34.177175,3.0854633e-16
-34.677175,3.085423e-16
-35.177175,3.0853967e-16
-35.677175,3.0853834e-16
-36.177175,3.085382e-16
-36.677175,3.0853916e-16
-37.177175,3.0854111e-16
-37.677175,3.08544e-16
-38.177175,3.0854774e-16
-38.677175,3.0855227e-16
-39.177175,3.0855754e-16
-39.677175,3.0856348e-16
-40.177175,3.0857006e-16
-40.677175,3.0857721e-16
-41.177175,3.0858491e-16
-41.677175,3.0859312e-16
-42.177175,3.0860179e-16
-42.677175,3.086109e-16
-43.177175,3.0862043e-16
-43.677175,3.0863033e-16
-44.177175,3.086406e-16
-44.677175,3.0865119e-16
-45.177175,3.086621e-16
-45.677175,3.086733e-16
-46.177175,3.0868478e-16
-46.677175,3.0869651e-16
-47.177175,3.0870849e-16
-47.677175,3.0872069e-16
-48.177175,3.087331e-16
-48.677175,3.0874571e-16
-49.177175,3.0875851e-16
-49.677175,3.0877148e-16
-50,3.0877994e-16

