c(Ntop:Ntop)(cv_n264_ac_des) X,c(Ntop:Ntop)(cv_n264_ac_des) Y
-0.05,7.0514167e-16
-0.14555556,7.009977e-16
-0.32817284,6.9426657e-16
-0.67717476,6.8430674e-16
-1.1771748,6.7344699e-16
-1.6771748,6.6331345e-16
-2.1771748,6.4958152e-16
-2.6771748,6.2699915e-16
-3.1771748,5.940525e-16
-3.6771748,5.5774241e-16
-4.1771748,5.2704462e-16
-4.6771748,5.0392179e-16
-5.1771748,4.8621588e-16
-5.6771748,4.7181777e-16
-6.1771748,4.5945842e-16
-6.6771748,4.4843442e-16
-7.1771748,4.3834247e-16
-7.6771748,4.2893538e-16
-8.1771748,4.2005126e-16
-8.6771748,4.1157829e-16
-9.1771748,4.0343597e-16
-9.6771748,3.9556453e-16
-10.177175,3.8791843e-16
-10.677175,3.8046239e-16
-11.177175,3.7316878e-16
-11.677175,3.6601622e-16
-12.177175,3.5898866e-16
-12.677175,3.5207503e-16
-13.177175,3.4526919e-16
-13.677175,3.3857009e-16
-14.177175,3.3198199e-16
-14.677175,3.2551476e-16
-15.177175,3.1918405e-16
-15.677175,3.1301112e-16
-16.177175,3.0702232e-16
-16.677175,3.0124798e-16
-17.177175,2.9572072e-16
-17.677175,2.9047334e-16
-18.177175,2.8553656e-16
-18.677175,2.8093716e-16
-19.177175,2.7669678e-16
-19.677175,2.7283187e-16
-20.177175,2.6935425e-16
-20.677175,2.662713e-16
-21.177175,2.6358407e-16
-21.677175,2.6128304e-16
-22.177175,2.5934368e-16
-22.677175,2.5772618e-16
-23.177175,2.563812e-16
-23.677175,2.5525828e-16
-24.177175,2.5431247e-16
-24.677175,2.5350712e-16
-25.177175,2.5281378e-16
-25.677175,2.5221083e-16
-26.177175,2.5168183e-16
-26.677175,2.5121417e-16
-27.177175,2.5079805e-16
-27.677175,2.5042572e-16
-28.177175,2.5009093e-16
-28.677175,2.4978863e-16
-29.177175,2.4951461e-16
-29.677175,2.4926538e-16
-30.177175,2.49038e-16
-30.677175,2.4882996e-16
-31.177175,2.4863913e-16
-31.677175,2.4846364e-16
-32.177175,2.4830191e-16
-32.677175,2.4815254e-16
-33.177175,2.4801429e-16
-33.677175,2.4788611e-16
-34.177175,2.4776703e-16
-34.677175,2.4765622e-16
-35.177175,2.4755293e-16
-35.677175,2.4745649e-16
-36.177175,2.4736632e-16
-36.677175,2.4728189e-16
-37.177175,2.4720271e-16
-37.677175,2.4712836e-16
-38.177175,2.4705846e-16
-38.677175,2.4699266e-16
-39.177175,2.4693065e-16
-39.677175,2.4687215e-16
-40.177175,2.468169e-16
-40.677175,2.4676468e-16
-41.177175,2.4671528e-16
-41.677175,2.466685e-16
-42.177175,2.4662419e-16
-42.677175,2.4658218e-16
-43.177175,2.4654232e-16
-43.677175,2.4650451e-16
-44.177175,2.464686e-16
-44.677175,2.464345e-16
-45.177175,2.4640212e-16
-45.677175,2.4637135e-16
-46.177175,2.4634212e-16
-46.677175,2.4631435e-16
-47.177175,2.4628797e-16
-47.677175,2.4626293e-16
-48.177175,2.4623914e-16
-48.677175,2.4621658e-16
-49.177175,2.4619517e-16
-49.677175,2.4617487e-16
-50,2.4616234e-16

