c(Ntop:Ntop)(cv_n207_ac_des) X,c(Ntop:Ntop)(cv_n207_ac_des) Y
-0.05,9.4313368e-16
-0.14555556,9.3898218e-16
-0.32817284,9.3222838e-16
-0.67717476,9.2216921e-16
-1.1771748,9.1083668e-16
-1.6771748,8.9912336e-16
-2.1771748,8.8096493e-16
-2.6771748,8.4871244e-16
-3.1771748,8.0201428e-16
-3.6771748,7.5489193e-16
-4.1771748,7.1886431e-16
-4.6771748,6.9297706e-16
-5.1771748,6.7311295e-16
-5.6771748,6.5657777e-16
-6.1771748,6.4195209e-16
-6.6771748,6.2846327e-16
-7.1771748,6.1563666e-16
-7.6771748,6.0313239e-16
-8.1771748,5.9066577e-16
-8.6771748,5.7796326e-16
-9.1771748,5.6473709e-16
-9.6771748,5.5068175e-16
-10.177175,5.3551644e-16
-10.677175,5.191221e-16
-11.177175,5.0180892e-16
-11.677175,4.8458529e-16
-12.177175,4.6900254e-16
-12.677175,4.5635717e-16
-13.177175,4.4698151e-16
-13.677175,4.4036981e-16
-14.177175,4.3574746e-16
-14.677175,4.3244822e-16
-15.177175,4.3000772e-16
-15.677175,4.281292e-16
-16.177175,4.2662808e-16
-16.677175,4.2538917e-16
-17.177175,4.2433932e-16
-17.677175,4.2343115e-16
-18.177175,4.2263366e-16
-18.677175,4.2192689e-16
-19.177175,4.212988e-16
-19.677175,4.2074327e-16
-20.177175,4.20258e-16
-20.677175,4.1984186e-16
-21.177175,4.1949208e-16
-21.677175,4.1920248e-16
-22.177175,4.1896392e-16
-22.677175,4.1876623e-16
-23.177175,4.186001e-16
-23.677175,4.1845805e-16
-24.177175,4.183345e-16
-24.677175,4.1822546e-16
-25.177175,4.1812806e-16
-25.677175,4.1804028e-16
-26.177175,4.1796059e-16
-26.677175,4.1788786e-16
-27.177175,4.1782117e-16
-27.677175,4.1775983e-16
-28.177175,4.1770322e-16
-28.677175,4.1765086e-16
-29.177175,4.1760231e-16
-29.677175,4.175572e-16
-30.177175,4.1751523e-16
-30.677175,4.1747609e-16
-31.177175,4.1743953e-16
-31.677175,4.1740534e-16
-32.177175,4.173733e-16
-32.677175,4.1734324e-16
-33.177175,4.17315e-16
-33.677175,4.1728842e-16
-34.177175,4.1726337e-16
-34.677175,4.1723972e-16
-35.177175,4.1721738e-16
-35.677175,4.1719624e-16
-36.177175,4.171762e-16
-36.677175,4.1715719e-16
-37.177175,4.1713912e-16
-37.677175,4.1712193e-16
-38.177175,4.1710555e-16
-38.677175,4.1708993e-16
-39.177175,4.1707501e-16
-39.677175,4.1706074e-16
-40.177175,4.1704708e-16
-40.677175,4.1703397e-16
-41.177175,4.170214e-16
-41.677175,4.1700931e-16
-42.177175,4.1699768e-16
-42.677175,4.1698647e-16
-43.177175,4.1697566e-16
-43.677175,4.1696522e-16
-44.177175,4.1695512e-16
-44.677175,4.1694535e-16
-45.177175,4.1693588e-16
-45.677175,4.1692669e-16
-46.177175,4.1691776e-16
-46.677175,4.1690908e-16
-47.177175,4.1690063e-16
-47.677175,4.1689238e-16
-48.177175,4.1688434e-16
-48.677175,4.1687649e-16
-49.177175,4.168688e-16
-49.677175,4.1686128e-16
-50,4.168565e-16

