Ptop TotalCurrent(iv_0.0_8) X,Ptop TotalCurrent(iv_0.0_8) Y
0,1.3279923e-19
0,1.6486355e-21
0,-1.4199514e-17
0,-2.1557941e-17
0,-2.7856102e-17
0,-3.3616269e-17
0,-3.9021448e-17
0,-4.4173178e-17
0,-4.9145139e-17
0,-5.4083053e-17
0,-5.9112994e-17
0,-6.4387844e-17
0,-6.438695e-17
-0.5,-6.3792578e-17
-1,-6.3378719e-17
-1.5,-6.3125858e-17
-2,-6.3086909e-17
-2.5,-6.3361153e-17
-3,-6.4108301e-17
-3.5,-6.5574503e-17
-4,-6.7959275e-17
-4.5,-7.1173108e-17
-5,-7.4386958e-17
-5.5,-7.6591215e-17
-6,-7.7633613e-17
-6.5,-7.7947297e-17
-7,-7.7834984e-17
-7.5,-7.7470228e-17
-8,-7.6929735e-17
-8.5,-7.6253438e-17
-9,-7.544485e-17
-9.5,-7.4490196e-17
-10,-7.3242868e-17
-10.5,-7.1186408e-17
-11,-6.6373706e-17
-11.5,-5.1777595e-17
-12,-2.0848628e-18
-12.5,1.7135238e-16
-13,7.6852581e-16
-13.5,2.7676844e-15
-14,9.2410979e-15
-14.5,2.9476697e-14
-15,9.0480524e-14
-15.5,2.6770425e-13
-16,7.6346956e-13
-16.5,2.0977352e-12
-17,5.5488709e-12
-17.5,1.4116248e-11
-18,3.4491906e-11
-18.5,8.0800524e-11
-19,1.8102601e-10
-19.5,3.8661782e-10
-20,7.8396689e-10
-20.5,1.5028825e-9
-21,2.7139121e-9
-21.5,4.6085937e-9
-22,7.3671997e-9
-22.5,1.1128942e-8
-23,1.5977929e-8
-23.5,2.194637e-8
-24,2.9027489e-8
-24.5,3.7190017e-8
-25,4.6389863e-8
-25.5,5.6578001e-8
-26,6.7705176e-8
-26.5,7.972441e-8
-27,9.2592156e-8
-27.5,1.0626867e-7
-28,1.2071796e-7
-28.5,1.3590755e-7
-29,1.5180814e-7
-29.5,1.6839328e-7
-30,1.85639e-7
-30.5,2.0352355e-7
-31,2.2202708e-7
-31.5,2.4113146e-7
-32,2.6082003e-7
-32.5,2.8107742e-7
-33,3.0188943e-7
-33.5,3.2324288e-7
-34,3.4512548e-7
-34.5,3.6752577e-7
-35,3.9043297e-7
-35.5,4.1383699e-7
-36,4.3772828e-7
-36.5,4.6209785e-7
-37,4.8693715e-7
-37.5,5.1223808e-7
-38,5.3799291e-7
-38.5,5.641943e-7
-39,5.908352e-7
-39.5,6.1790888e-7
-40,6.4540887e-7
-40.5,6.7332897e-7
-41,7.016632e-7
-41.5,7.304058e-7
-42,7.5955121e-7
-42.5,7.8909406e-7
-43,8.1902915e-7
-43.5,8.4935145e-7
-44,8.8005608e-7
-44.5,9.1113829e-7
-45,9.4259347e-7
-45.5,9.7441716e-7
-46,1.006605e-6
-46.5,1.0391527e-6
-47,1.0720561e-6
-47.5,1.1053113e-6
-48,1.1389142e-6
-48.5,1.172861e-6
-49,1.2071479e-6
-49.5,1.2417713e-6
-50,1.2767275e-6

