Ntop TotalCurrent(iv_0.5_9) X,Ntop TotalCurrent(iv_0.5_9) Y
0,-4.4480488e-18
0,-5.7486975e-19
0,1.4942811e-16
0,2.1495837e-16
0,2.6736229e-16
0,3.1481267e-16
0,3.5600391e-16
0,3.9698202e-16
0,4.3491406e-16
0,4.710621e-16
0,5.0662721e-16
0,5.4066734e-16
0,5.4018067e-16
-0.5,6.9307427e-16
-1,8.2313647e-16
-1.5,9.3511335e-16
-2,1.0271952e-15
-2.5,1.0998508e-15
-3,1.1619775e-15
-3.5,1.2179427e-15
-4,1.2538252e-15
-4.5,1.293117e-15
-5,1.3066773e-15
-5.5,1.3190076e-15
-6,1.3299342e-15
-6.5,1.3334294e-15
-7,1.3233328e-15
-7.5,1.3486388e-15
-8,1.3567862e-15
-8.5,1.3479194e-15
-9,1.3481079e-15
-9.5,1.3604213e-15
-10,1.3585777e-15
-10.5,1.3722712e-15
-11,1.3646608e-15
-11.5,1.3395808e-15
-12,1.369601e-15
-12.5,1.3763474e-15
-13,1.3887406e-15
-13.5,1.3724192e-15
-14,1.3739393e-15
-14.5,1.3891555e-15
-15,1.3538789e-15
-15.5,1.386614e-15
-16,1.4022692e-15
-16.5,1.3569146e-15
-17,1.3723919e-15
-17.5,1.3590261e-15
-18,1.2983247e-15
-18.5,1.2905945e-15
-19,1.2111314e-15
-19.5,1.1237902e-15
-20,1.0129858e-15
-20.5,8.7732769e-16
-21,7.8350961e-16
-21.5,6.8298427e-16
-22,6.0906069e-16
-22.5,5.2457718e-16
-23,4.8799102e-16
-23.5,4.3861066e-16
-24,3.7702393e-16
-24.5,3.5989718e-16
-25,3.4948881e-16
-25.5,2.9722137e-16
-26,2.8654763e-16
-26.5,3.329483e-16
-27,2.0479054e-16
-27.5,5.5673406e-17
-28,7.9919532e-17
-28.5,1.4072768e-16
-29,1.4697051e-16
-29.5,1.5362221e-16
-30,1.2514321e-16
-30.5,1.7262298e-16
-31,2.0456989e-16
-31.5,1.8100705e-16
-32,1.1977781e-16
-32.5,1.2548481e-16
-33,1.1208624e-16
-33.5,1.3664055e-16
-34,1.6326429e-16
-34.5,8.9659384e-17
-35,1.3459458e-16
-35.5,9.1218951e-17
-36,1.2405781e-16
-36.5,1.109708e-16
-37,1.1577189e-16
-37.5,1.1567575e-16
-38,1.332101e-16
-38.5,1.3387172e-16
-39,1.107743e-16
-39.5,9.0307073e-17
-40,1.1202641e-16
-40.5,1.1838712e-16
-41,1.1250525e-16
-41.5,9.4263194e-17
-42,8.3515775e-17
-42.5,7.7580688e-17
-43,9.3507798e-17
-43.5,8.4930024e-17
-44,9.6455593e-17
-44.5,1.0741279e-16
-45,8.7406119e-17
-45.5,8.9633993e-17
-46,9.3728541e-17
-46.5,9.6095808e-17
-47,7.7881121e-17
-47.5,8.1863039e-17
-48,9.4358826e-17
-48.5,9.8553807e-17
-49,7.0355157e-17
-49.5,9.8723215e-17
-50,7.8982029e-17

